MARKET,efw_layer,TOP_CATEGORY,poi_count,avg_lat,avg_lon,sum_area_sq_m
Kansas City,Other_EFW,Urban Transit Systems,818,39.07978645110029,-94.5785873740831,0.0
Kansas City,Food,Restaurants and Other Eating Places,619,39.097476985460425,-94.59558193376408,1497072.299999999
Kansas City,Venue,"Museums, Historical Sites, and Similar Institutions",161,39.08086081366459,-94.5714262546584,18588361.199999996
Kansas City,Venue,Other Amusement and Recreation Industries,132,39.095405090909075,-94.59257665909091,1962269.6000000003
Kansas City,Energy,Gasoline Stations,101,39.096815188118825,-94.59195039603962,332528.29999999993
Kansas City,Food,Grocery Stores,84,39.084575535714286,-94.59650264285713,235306.60000000003
Kansas City,Food,Drinking Places (Alcoholic Beverages),74,39.08952267567568,-94.61067167567566,261534.49999999994
Kansas City,Water,Traveler Accommodation,58,39.127359620689646,-94.6136673448276,94017.0
Kansas City,Food,Specialty Food Stores,45,39.10123811111111,-94.60757973333334,248605.5000000001
Kansas City,Food,"Beer, Wine, and Liquor Stores",42,39.05832804761906,-94.58726742857142,46050.20000000001
Kansas City,Venue,Performing Arts Companies,28,39.086472642857146,-94.58142792857143,224977.20000000007
Kansas City,Venue,"Promoters of Performing Arts, Sports, and Similar Events",19,39.084876947368414,-94.58349826315789,52377.6
Kansas City,Other_EFW,Support Activities for Road Transportation,18,39.0776995,-94.5572355,19549.1
Kansas City,Water,Remediation and Other Waste Management Services,15,39.077574133333336,-94.56272946666667,60573.200000000004
Kansas City,Venue,"Independent Artists, Writers, and Performers",14,39.077447785714284,-94.59588299999999,7674.700000000001
Kansas City,Food,Special Food Services,14,39.056235285714294,-94.58516235714286,71033.3
Kansas City,Other_EFW,Transit and Ground Passenger Transportation,13,39.10837130769231,-94.61664376923075,15676.1
Kansas City,Food,Beverage Manufacturing,11,39.075151999999996,-94.56652345454545,41538.3
Kansas City,Water,Waste Collection,10,39.0695402,-94.56482139999999,30182.0
Kansas City,Water,Waste Treatment and Disposal,9,39.110137111111115,-94.62137855555557,11849.5
Kansas City,Venue,Amusement Parks and Arcades,8,39.03193125,-94.585753,33193.2
Kansas City,Other_EFW,Taxi and Limousine Service,8,39.152170625000004,-94.62953037500002,11423.9
Kansas City,Other_EFW,Scheduled Air Transportation,8,39.27971575,-94.7005915,237913.19999999998
Kansas City,Other_EFW,Other Transit and Ground Passenger Transportation,8,39.07376225,-94.60652225000001,12438.300000000001
Kansas City,Food,Bakeries and Tortilla Manufacturing,7,39.04673471428571,-94.595917,8141.299999999999
Kansas City,Other_EFW,Freight Transportation Arrangement,7,39.160754,-94.58146385714285,15898.000000000002
Kansas City,Water,Waste Management and Remediation Services,6,39.07431833333333,-94.60309116666666,17723.5
Kansas City,Food,Food Services and Drinking Places,6,39.104170499999995,-94.65624416666667,23514.9
Kansas City,Food,Drugs and Druggists' Sundries Merchant Wholesalers,6,39.039308,-94.57903166666667,1522.4
Kansas City,Energy,"Electric Power Generation, Transmission and Distribution",6,39.12158,-94.57982133333333,12372.0
Kansas City,Venue,Spectator Sports,5,39.120066,-94.6642048,43740.1
Kansas City,Energy,"Water, Sewage and Other Systems",4,39.0837055,-94.60182449999999,5438.799999999999
Kansas City,Water,RV (Recreational Vehicle) Parks and Recreational Camps,3,39.001720999999996,-94.56424133333333,2926.4
Kansas City,Other_EFW,Interurban and Rural Bus Transportation,3,39.104527,-94.60681366666667,48370.7
Kansas City,Other_EFW,Support Activities for Air Transportation,3,39.238386,-94.66818466666666,59805.8
Kansas City,Venue,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",2,39.094751,-94.58874,2423.8
Kansas City,Food,Chemical and Allied Products Merchant Wholesalers,2,39.1095075,-94.59815900000001,5819.1
Kansas City,Food,Grocery and Related Product Merchant Wholesalers,2,39.196529,-94.6645005,3364.0
Kansas City,Food,"Apparel, Piece Goods, and Notions Merchant Wholesalers",2,39.102019999999996,-94.6126375,2003.4
Kansas City,Food,Paper and Paper Product Merchant Wholesalers,2,39.092271,-94.54903200000001,51922.8
Kansas City,Venue,"Amusement, Gambling, and Recreation Industries",2,39.072021500000005,-94.6316825,337.70000000000005
Kansas City,Food,Other Food Manufacturing,2,39.1251885,-94.544276,9199.4
Kansas City,Other_EFW,Lessors of Real Estate,1,39.039343,-94.486362,44305.0
Kansas City,Food,Miscellaneous Nondurable Goods Merchant Wholesalers,1,39.199935,-94.628981,89.1
Kansas City,Other_EFW,Religious Organizations,1,39.126597,-94.874781,11270.6
Kansas City,Food,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",1,39.144081,-94.514187,16360.0
Kansas City,Food,Petroleum and Petroleum Products Merchant Wholesalers,1,39.118258,-94.549912,1098.0
Kansas City,Other_EFW,Other Support Services,1,39.100061,-94.565869,3240.6
Kansas City,Other_EFW,Personal Care Services,1,39.084826,-94.579943,18359.0
Kansas City,Other_EFW,Travel Arrangement and Reservation Services,1,39.276002,-94.673154,5952.1
Kansas City,Energy,Utilities,1,38.865258,-94.564836,1112.4
Kansas City,Other_EFW,Printing and Related Support Activities,1,39.248519,-94.661336,2134.0
Los Angeles,Food,Restaurants and Other Eating Places,3232,33.98377362654705,-118.26370352258651,6264204.000000004
Los Angeles,Other_EFW,Urban Transit Systems,1695,34.03263277168142,-118.28755013392333,42297.799999999996
Los Angeles,Venue,Other Amusement and Recreation Industries,539,34.056750435992576,-118.33418805009276,3793007.9999999995
Los Angeles,Food,Grocery Stores,536,33.23272580783583,-117.765046113806,605840.6999999998
