MARKET,CATEGORY,BRAND,year_month,total_visits,distinct_locations_approx
Atlanta,Other Amusement and Recreation Industries,CrossFit,2021-11,188135.0,27
Atlanta,Other Amusement and Recreation Industries,Orangetheory Fitness,2021-11,111100.0,1
Atlanta,Other Amusement and Recreation Industries,LA Fitness,2021-11,108491.0,1
Atlanta,Other Amusement and Recreation Industries,Gold's Gym,2021-11,102550.0,1
Atlanta,Other Amusement and Recreation Industries,Anytime Fitness,2021-11,46385.0,1
Atlanta,Other Amusement and Recreation Industries,Burn Boot Camp,2021-11,42256.0,1
Atlanta,Other Amusement and Recreation Industries,Pure Barre,2021-11,34554.0,1
Atlanta,Other Amusement and Recreation Industries,Workout Anytime,2021-11,33863.0,1
Atlanta,Other Amusement and Recreation Industries,Crunch,2021-11,32758.0,1
Atlanta,Other Amusement and Recreation Industries,Club Pilates,2021-11,32261.0,1
Atlanta,Other Amusement and Recreation Industries,Catch Air,2021-11,21926.0,1
Atlanta,Other Amusement and Recreation Industries,Get Air,2021-11,20554.0,1
Atlanta,Other Amusement and Recreation Industries,Fit Body Boot Camp,2021-11,20163.0,1
Atlanta,Other Amusement and Recreation Industries,Snap Fitness,2021-11,19586.0,1
Atlanta,Other Amusement and Recreation Industries,American Bodyworks,2021-11,16000.0,1
Atlanta,Other Amusement and Recreation Industries,F45 Training,2021-11,11550.0,1
Atlanta,Other Amusement and Recreation Industries,Onelife Fitness,2021-11,11255.0,1
Atlanta,Other Amusement and Recreation Industries,Bodyplex,2021-11,11098.0,1
Atlanta,Other Amusement and Recreation Industries,Sky Zone,2021-11,11051.0,1
Atlanta,Other Amusement and Recreation Industries,Launch Trampoline Park,2021-11,10940.0,1
Atlanta,Other Amusement and Recreation Industries,Aqua Tots,2021-11,10823.0,1
Atlanta,Other Amusement and Recreation Industries,Fitness Together,2021-11,9735.0,1
Atlanta,Other Amusement and Recreation Industries,Topgolf,2021-11,9676.0,1
Atlanta,Other Amusement and Recreation Industries,Lifetime Fitness,2021-11,8838.0,1
Atlanta,Other Support Activities for Transportation,PakMail,2021-11,432.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Clipper Petroleum,2021-11,16688.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Flyers Energy,2021-11,3585.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,Jellystone Park Camp Resorts,2021-11,1102.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,KOA (Kampgrounds of America),2021-11,378.0,1
Atlanta,Restaurants and Other Eating Places,Subway,2021-11,6348102.0,1
Atlanta,Restaurants and Other Eating Places,McDonald's,2021-11,5644835.0,1
Atlanta,Restaurants and Other Eating Places,Wendy's,2021-11,4064458.0,1
Atlanta,Restaurants and Other Eating Places,Burger King,2021-11,3345991.0,1
Atlanta,Restaurants and Other Eating Places,Waffle House,2021-11,3277423.0,1
Atlanta,Restaurants and Other Eating Places,Chick-fil-A,2021-11,3223876.0,1
Atlanta,Restaurants and Other Eating Places,Zaxby's,2021-11,2812727.0,1
Atlanta,Restaurants and Other Eating Places,Dairy Queen,2021-11,2696781.0,1
Atlanta,Restaurants and Other Eating Places,Taco Bell,2021-11,2670927.0,1
Atlanta,Restaurants and Other Eating Places,Domino's Pizza,2021-11,2652443.0,1
Atlanta,Restaurants and Other Eating Places,Dunkin',2021-11,2491558.0,1
Atlanta,Restaurants and Other Eating Places,Starbucks,2021-11,2157166.0,1
Atlanta,Restaurants and Other Eating Places,Papa John's,2021-11,2147477.0,1
Atlanta,Restaurants and Other Eating Places,Popeyes Louisiana Kitchen,2021-11,1731379.0,1
Atlanta,Restaurants and Other Eating Places,Firehouse Subs,2021-11,1340745.0,1
Atlanta,Restaurants and Other Eating Places,Hunt Brothers Pizza,2021-11,1313156.0,1
Atlanta,Restaurants and Other Eating Places,Arby's,2021-11,1309523.0,1
Atlanta,Restaurants and Other Eating Places,Sonic,2021-11,1276575.0,1
Atlanta,Restaurants and Other Eating Places,Checkers Drive-In Restaurants,2021-11,1238008.0,1
Atlanta,Restaurants and Other Eating Places,KFC,2021-11,1228253.0,1
Atlanta,Restaurants and Other Eating Places,Bojangles',2021-11,1188925.0,1
Atlanta,Restaurants and Other Eating Places,Jimmy John's,2021-11,1123645.0,1
Atlanta,Restaurants and Other Eating Places,Pizza Hut,2021-11,1038194.0,1
Atlanta,Restaurants and Other Eating Places,Moe's Southwest Grill,2021-11,962995.0,1
Atlanta,Restaurants and Other Eating Places,Jersey Mike's,2021-11,955539.0,1
Atlanta,Specialty Food Stores,Great American Cookies,2021-11,45604.0,1
Atlanta,Specialty Food Stores,It'sugar,2021-11,17458.0,1
Atlanta,Specialty Food Stores,Pretzelmaker,2021-11,10089.0,1
Atlanta,Specialty Food Stores,Daylight Donuts,2021-11,8270.0,1
Atlanta,Specialty Food Stores,Zion Market,2021-11,4675.0,1
Atlanta,Specialty Food Stores,Pelican's SnoBalls,2021-11,3852.0,1
Atlanta,Specialty Food Stores,Pepper Palace,2021-11,2093.0,1
Atlanta,Specialty Food Stores,Graze Craze,2021-11,2031.0,1
Atlanta,Spectator Sports,K1 Speed,2021-11,3191.0,1
Atlanta,Traveler Accommodation,Hampton,2021-11,420635.0,1
Atlanta,Traveler Accommodation,Fairfield Inn & Suites by Marriott,2021-11,321129.0,1
Atlanta,Traveler Accommodation,Quality Inn,2021-11,315541.0,1
Atlanta,Traveler Accommodation,Courtyard by Marriott,2021-11,276003.0,7
Atlanta,Traveler Accommodation,Hilton Garden Inn,2021-11,192899.0,1
Atlanta,Traveler Accommodation,SpringHill Suites by Marriott,2021-11,192140.0,1
Atlanta,Traveler Accommodation,La Quinta Inns & Suites,2021-11,156916.0,1
Atlanta,Traveler Accommodation,Days Inn,2021-11,144609.0,1
Atlanta,Traveler Accommodation,Hilton International,2021-11,130972.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites by Radisson Americas,2021-11,130622.0,9
Atlanta,Traveler Accommodation,Best Western,2021-11,122111.0,10
Atlanta,Traveler Accommodation,Marriott Hotels,2021-11,115688.0,1
Atlanta,Traveler Accommodation,Super 8,2021-11,109355.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites By Radisson,2021-11,107055.0,1
Atlanta,Traveler Accommodation,Westin Hotels & Resorts,2021-11,104354.0,1
Atlanta,Traveler Accommodation,Motel 6,2021-11,104081.0,1
Atlanta,Traveler Accommodation,Econo Lodge,2021-11,103315.0,1
Atlanta,Traveler Accommodation,Extended Stay America,2021-11,102788.0,1
Atlanta,Traveler Accommodation,Comfort Suites,2021-11,102288.0,1
Atlanta,Traveler Accommodation,Residence Inn by Marriott,2021-11,98311.0,1
Atlanta,Traveler Accommodation,DoubleTree by Hilton,2021-11,86904.0,2
Atlanta,Traveler Accommodation,Holiday Inn,2021-11,84245.0,1
Atlanta,Traveler Accommodation,Sonesta Hotels & Resorts,2021-11,81594.0,4
Atlanta,Traveler Accommodation,Home2 Suites,2021-11,79328.0,1
Atlanta,Traveler Accommodation,Homewood Suites by Hilton,2021-11,77516.0,1
Atlanta,Waste Collection,1-800 Got Junk,2021-11,238.0,1
Atlanta,Waste Treatment and Disposal,Republic Services,2021-11,1165.0,1
Atlanta,Amusement Parks and Arcades,Round One Entertainment,2021-12,1495.0,1
Atlanta,Beverage Manufacturing,Molson Coors Brewery,2021-12,14723.0,1
Atlanta,Beverage Manufacturing,Coca-Cola UNITED,2021-12,5365.0,1
Atlanta,Beverage Manufacturing,Reddy Ice,2021-12,4451.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Airgas,2021-12,1531.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Marlow's Tavern,2021-12,19351.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Smokey Bones,2021-12,12559.0,1
Atlanta,Freight Transportation Arrangement,ArcBest,2021-12,556.0,1
Atlanta,Freight Transportation Arrangement,J. B. Hunt Distribution,2021-12,434.0,1
Atlanta,Freight Transportation Arrangement,Old Dominion Freight Line,2021-12,215.0,1
Atlanta,Gasoline Stations,Chevron,2021-12,5318040.0,1
Atlanta,Gasoline Stations,Marathon,2021-12,2806317.0,1
Atlanta,Gasoline Stations,QuikTrip,2021-12,1726512.0,1
Atlanta,Gasoline Stations,Kroger Fuel Center,2021-12,1461438.0,1
Atlanta,Gasoline Stations,Texaco,2021-12,1434787.0,1
Atlanta,Gasoline Stations,RaceTrac,2021-12,1372894.0,1
Atlanta,Gasoline Stations,BP,2021-12,1279404.0,1
Atlanta,Gasoline Stations,Shell Oil,2021-12,1191935.0,1
Atlanta,Gasoline Stations,Sunoco,2021-12,1180561.0,1
Atlanta,Gasoline Stations,Exxon Mobil,2021-12,1041704.0,1
Atlanta,Gasoline Stations,Murphy USA,2021-12,1003892.0,1
Atlanta,Gasoline Stations,Enmarket,2021-12,986273.0,1
Atlanta,Gasoline Stations,CITGO,2021-12,652533.0,1
Atlanta,Gasoline Stations,Love's Travel Stops and Country Stores,2021-12,535397.0,1
Atlanta,Gasoline Stations,Pilot Flying J,2021-12,515422.0,1
Atlanta,Gasoline Stations,Jet Food Store,2021-12,313030.0,1
Atlanta,Gasoline Stations,RaceWay,2021-12,295219.0,1
Atlanta,Gasoline Stations,Circle K Gas,2021-12,216259.0,1
Atlanta,Gasoline Stations,Valero Energy,2021-12,207120.0,1
Atlanta,Gasoline Stations,Tom Thumb,2021-12,133683.0,1
Atlanta,Gasoline Stations,Costco Gasoline,2021-12,54848.0,1
Atlanta,Gasoline Stations,76,2021-12,52996.0,1
Atlanta,Gasoline Stations,Gas N Go,2021-12,26142.0,1
Atlanta,Gasoline Stations,Parker's Corp,2021-12,25480.0,1
Atlanta,Gasoline Stations,Sam's Club Fuel Center,2021-12,25356.0,1
Atlanta,Grocery Stores,Kroger,2021-12,5508337.0,1
Atlanta,Grocery Stores,Publix Super Markets,2021-12,2710478.0,1
Atlanta,Grocery Stores,ALDI,2021-12,2518603.0,1
Atlanta,Grocery Stores,Circle K,2021-12,1536042.0,1
Atlanta,Grocery Stores,Food Depot,2021-12,1109709.0,1
Atlanta,Grocery Stores,Food Lion,2021-12,1039696.0,1
Atlanta,Grocery Stores,Ingles Markets,2021-12,915878.0,1
Atlanta,Grocery Stores,IGA,2021-12,570262.0,1
Atlanta,Grocery Stores,Piggly Wiggly,2021-12,569107.0,1
Atlanta,Grocery Stores,Sprint Food Store,2021-12,453439.0,1
Atlanta,Grocery Stores,Sprouts,2021-12,396097.0,1
Atlanta,Grocery Stores,H Mart,2021-12,364422.0,1
Atlanta,Grocery Stores,Flash Foods,2021-12,250169.0,1
Atlanta,Grocery Stores,Trader Joe's,2021-12,167650.0,1
Atlanta,Grocery Stores,Winn Dixie,2021-12,151986.0,1
Atlanta,Grocery Stores,Wayfield,2021-12,137463.0,1
Atlanta,Grocery Stores,Talpa Super Mercados,2021-12,130139.0,1
Atlanta,Grocery Stores,Lidl,2021-12,121704.0,1
Atlanta,Grocery Stores,Mapco,2021-12,109329.0,1
Atlanta,Grocery Stores,Food City,2021-12,105840.0,1
Atlanta,Grocery Stores,Earth Fare,2021-12,102376.0,1
Atlanta,Grocery Stores,Whole Foods Market,2021-12,75719.0,1
Atlanta,Grocery Stores,Friendly Express,2021-12,72675.0,1
Atlanta,Grocery Stores,Food World,2021-12,66200.0,1
Atlanta,Grocery Stores,Harveys Supermarket,2021-12,62044.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Restaurant Depot,2021-12,26253.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,UNFI (United Natural Foods),2021-12,9738.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Performance Foodservice,2021-12,3309.0,1
Atlanta,Interurban and Rural Bus Transportation,Greyhound,2021-12,4796.0,1
Atlanta,Other Amusement and Recreation Industries,Planet Fitness,2021-12,482155.0,1
Atlanta,Other Amusement and Recreation Industries,CrossFit,2021-12,171022.0,31
Atlanta,Other Amusement and Recreation Industries,LA Fitness,2021-12,107685.0,1
Atlanta,Other Amusement and Recreation Industries,Orangetheory Fitness,2021-12,105615.0,1
Atlanta,Other Amusement and Recreation Industries,Gold's Gym,2021-12,77312.0,1
Atlanta,Other Amusement and Recreation Industries,Anytime Fitness,2021-12,44442.0,1
Atlanta,Other Amusement and Recreation Industries,Burn Boot Camp,2021-12,40169.0,1
Atlanta,Other Amusement and Recreation Industries,Crunch,2021-12,32756.0,1
Atlanta,Other Amusement and Recreation Industries,Pure Barre,2021-12,31822.0,1
Atlanta,Other Amusement and Recreation Industries,Workout Anytime,2021-12,31089.0,1
Atlanta,Other Amusement and Recreation Industries,Club Pilates,2021-12,30199.0,1
Atlanta,Other Amusement and Recreation Industries,Catch Air,2021-12,23338.0,1
Atlanta,Other Amusement and Recreation Industries,Get Air,2021-12,20131.0,1
Atlanta,Other Amusement and Recreation Industries,Fit Body Boot Camp,2021-12,18633.0,1
Atlanta,Other Amusement and Recreation Industries,Snap Fitness,2021-12,18512.0,1
Atlanta,Other Amusement and Recreation Industries,American Bodyworks,2021-12,15313.0,1
Atlanta,Other Amusement and Recreation Industries,Sky Zone,2021-12,11958.0,1
Atlanta,Other Amusement and Recreation Industries,Onelife Fitness,2021-12,11212.0,1
Atlanta,Other Amusement and Recreation Industries,Launch Trampoline Park,2021-12,11060.0,1
Atlanta,Other Amusement and Recreation Industries,Bodyplex,2021-12,10386.0,1
Atlanta,Other Amusement and Recreation Industries,F45 Training,2021-12,10210.0,1
Atlanta,Other Amusement and Recreation Industries,Aqua Tots,2021-12,10059.0,1
Atlanta,Other Amusement and Recreation Industries,Topgolf,2021-12,9624.0,1
Atlanta,Other Amusement and Recreation Industries,DEFY Trampoline Park,2021-12,9406.0,1
Atlanta,Other Amusement and Recreation Industries,Fitness Together,2021-12,8618.0,1
Atlanta,Other Support Activities for Transportation,PakMail,2021-12,462.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Clipper Petroleum,2021-12,19178.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Flyers Energy,2021-12,3895.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,Jellystone Park Camp Resorts,2021-12,1239.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,KOA (Kampgrounds of America),2021-12,409.0,1
Atlanta,Restaurants and Other Eating Places,Subway,2021-12,6625573.0,1
Atlanta,Restaurants and Other Eating Places,McDonald's,2021-12,5579467.0,1
Atlanta,Restaurants and Other Eating Places,Wendy's,2021-12,4140697.0,1
Atlanta,Restaurants and Other Eating Places,Waffle House,2021-12,3659773.0,1
Atlanta,Restaurants and Other Eating Places,Burger King,2021-12,3438966.0,1
Atlanta,Restaurants and Other Eating Places,Chick-fil-A,2021-12,3051471.0,1
Atlanta,Restaurants and Other Eating Places,Domino's Pizza,2021-12,2942005.0,1
Atlanta,Restaurants and Other Eating Places,Zaxby's,2021-12,2861490.0,1
Atlanta,Restaurants and Other Eating Places,Taco Bell,2021-12,2855215.0,1
Atlanta,Restaurants and Other Eating Places,Dairy Queen,2021-12,2762281.0,1
Atlanta,Restaurants and Other Eating Places,Dunkin',2021-12,2519567.0,1
Atlanta,Restaurants and Other Eating Places,Papa John's,2021-12,2287000.0,1
Atlanta,Restaurants and Other Eating Places,Starbucks,2021-12,2250431.0,1
Atlanta,Restaurants and Other Eating Places,Popeyes Louisiana Kitchen,2021-12,1710137.0,1
Atlanta,Restaurants and Other Eating Places,Firehouse Subs,2021-12,1360095.0,1
Atlanta,Restaurants and Other Eating Places,Hunt Brothers Pizza,2021-12,1341604.0,1
Atlanta,Restaurants and Other Eating Places,Sonic,2021-12,1337612.0,1
Atlanta,Restaurants and Other Eating Places,Bojangles',2021-12,1314258.0,1
Atlanta,Restaurants and Other Eating Places,KFC,2021-12,1287633.0,1
Atlanta,Restaurants and Other Eating Places,Checkers Drive-In Restaurants,2021-12,1287174.0,1
Atlanta,Restaurants and Other Eating Places,Arby's,2021-12,1262370.0,1
Atlanta,Restaurants and Other Eating Places,Pizza Hut,2021-12,1187428.0,1
Atlanta,Restaurants and Other Eating Places,Jimmy John's,2021-12,1133051.0,1
Atlanta,Restaurants and Other Eating Places,Moe's Southwest Grill,2021-12,1055998.0,1
Atlanta,Restaurants and Other Eating Places,Marco's Pizza,2021-12,1013755.0,1
Atlanta,Specialty Food Stores,Great American Cookies,2021-12,58626.0,1
Atlanta,Specialty Food Stores,It'sugar,2021-12,22557.0,1
Atlanta,Specialty Food Stores,Pretzelmaker,2021-12,14189.0,1
Atlanta,Specialty Food Stores,Daylight Donuts,2021-12,10142.0,1
Atlanta,Specialty Food Stores,Zion Market,2021-12,5677.0,1
Atlanta,Specialty Food Stores,Pelican's SnoBalls,2021-12,4323.0,1
Atlanta,Specialty Food Stores,Pepper Palace,2021-12,2880.0,1
Atlanta,Specialty Food Stores,Graze Craze,2021-12,2317.0,1
Atlanta,Spectator Sports,K1 Speed,2021-12,3624.0,1
Atlanta,Traveler Accommodation,Hampton,2021-12,448230.0,1
Atlanta,Traveler Accommodation,Fairfield Inn & Suites by Marriott,2021-12,362877.0,1
Atlanta,Traveler Accommodation,Quality Inn,2021-12,309772.0,1
Atlanta,Traveler Accommodation,Courtyard by Marriott,2021-12,281145.0,6
Atlanta,Traveler Accommodation,SpringHill Suites by Marriott,2021-12,212264.0,1
Atlanta,Traveler Accommodation,Hilton Garden Inn,2021-12,205465.0,1
Atlanta,Traveler Accommodation,La Quinta Inns & Suites,2021-12,192620.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites by Radisson Americas,2021-12,168751.0,9
Atlanta,Traveler Accommodation,Days Inn,2021-12,149359.0,1
Atlanta,Traveler Accommodation,Hilton International,2021-12,141931.0,1
Atlanta,Traveler Accommodation,Best Western,2021-12,129928.0,9
Atlanta,Traveler Accommodation,Westin Hotels & Resorts,2021-12,121517.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites By Radisson,2021-12,117845.0,1
Atlanta,Traveler Accommodation,Super 8,2021-12,114120.0,1
Atlanta,Traveler Accommodation,Econo Lodge,2021-12,111259.0,1
Atlanta,Traveler Accommodation,Residence Inn by Marriott,2021-12,110285.0,1
Atlanta,Traveler Accommodation,Extended Stay America,2021-12,110011.0,1
Atlanta,Traveler Accommodation,Motel 6,2021-12,108545.0,1
Atlanta,Traveler Accommodation,Marriott Hotels,2021-12,107771.0,1
Atlanta,Traveler Accommodation,Sonesta Hotels & Resorts,2021-12,100649.0,4
Atlanta,Traveler Accommodation,Comfort Suites,2021-12,97351.0,1
Atlanta,Traveler Accommodation,DoubleTree by Hilton,2021-12,90377.0,2
Atlanta,Traveler Accommodation,Homewood Suites by Hilton,2021-12,88758.0,1
Atlanta,Traveler Accommodation,Holiday Inn,2021-12,87455.0,1
Atlanta,Traveler Accommodation,Staybridge Suites,2021-12,82535.0,1
Atlanta,Waste Collection,1-800 Got Junk,2021-12,299.0,1
Atlanta,Waste Treatment and Disposal,Republic Services,2021-12,1395.0,1
Atlanta,Amusement Parks and Arcades,Round One Entertainment,2022-01,1004.0,1
Atlanta,Beverage Manufacturing,Molson Coors Brewery,2022-01,10578.0,1
Atlanta,Beverage Manufacturing,Coca-Cola UNITED,2022-01,4185.0,1
Atlanta,Beverage Manufacturing,Reddy Ice,2022-01,3705.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Airgas,2022-01,1390.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Marlow's Tavern,2022-01,16056.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Smokey Bones,2022-01,10190.0,1
Atlanta,Freight Transportation Arrangement,ArcBest,2022-01,473.0,1
Atlanta,Freight Transportation Arrangement,J. B. Hunt Distribution,2022-01,340.0,1
Atlanta,Freight Transportation Arrangement,Old Dominion Freight Line,2022-01,192.0,1
Atlanta,Gasoline Stations,Chevron,2022-01,3960058.0,1
Atlanta,Gasoline Stations,Marathon,2022-01,2516978.0,1
Atlanta,Gasoline Stations,QuikTrip,2022-01,1263928.0,1
Atlanta,Gasoline Stations,Texaco,2022-01,1222314.0,1
Atlanta,Gasoline Stations,Kroger Fuel Center,2022-01,1115480.0,1
Atlanta,Gasoline Stations,BP,2022-01,1102951.0,1
Atlanta,Gasoline Stations,Shell Oil,2022-01,1035709.0,1
Atlanta,Gasoline Stations,RaceTrac,2022-01,1016371.0,1
Atlanta,Gasoline Stations,Sunoco,2022-01,953756.0,1
Atlanta,Gasoline Stations,Enmarket,2022-01,893737.0,1
Atlanta,Gasoline Stations,Exxon Mobil,2022-01,890878.0,1
Atlanta,Gasoline Stations,Murphy USA,2022-01,839231.0,1
Atlanta,Gasoline Stations,CITGO,2022-01,557725.0,1
Atlanta,Gasoline Stations,Pilot Flying J,2022-01,456766.0,1
Atlanta,Gasoline Stations,Love's Travel Stops and Country Stores,2022-01,414445.0,1
Atlanta,Gasoline Stations,RaceWay,2022-01,266432.0,1
Atlanta,Gasoline Stations,Jet Food Store,2022-01,248582.0,1
Atlanta,Gasoline Stations,Valero Energy,2022-01,183368.0,1
Atlanta,Gasoline Stations,Circle K Gas,2022-01,169810.0,1
Atlanta,Gasoline Stations,Tom Thumb,2022-01,97839.0,1
Atlanta,Gasoline Stations,Costco Gasoline,2022-01,46642.0,1
Atlanta,Gasoline Stations,76,2022-01,43638.0,1
Atlanta,Gasoline Stations,Gas N Go,2022-01,22145.0,1
Atlanta,Gasoline Stations,Mobil,2022-01,20171.0,1
Atlanta,Gasoline Stations,Sam's Club Fuel Center,2022-01,18338.0,1
Atlanta,Grocery Stores,Kroger,2022-01,4572217.0,1
Atlanta,Grocery Stores,ALDI,2022-01,2298934.0,1
Atlanta,Grocery Stores,Publix Super Markets,2022-01,2169743.0,1
Atlanta,Grocery Stores,Circle K,2022-01,1156122.0,1
Atlanta,Grocery Stores,Food Lion,2022-01,915991.0,1
Atlanta,Grocery Stores,Food Depot,2022-01,829738.0,1
Atlanta,Grocery Stores,Ingles Markets,2022-01,795679.0,1
Atlanta,Grocery Stores,Piggly Wiggly,2022-01,501092.0,1
Atlanta,Grocery Stores,IGA,2022-01,472496.0,1
Atlanta,Grocery Stores,Sprint Food Store,2022-01,387163.0,1
Atlanta,Grocery Stores,Sprouts,2022-01,336283.0,1
Atlanta,Grocery Stores,H Mart,2022-01,304366.0,1
Atlanta,Grocery Stores,Flash Foods,2022-01,197718.0,1
Atlanta,Grocery Stores,Trader Joe's,2022-01,147651.0,1
Atlanta,Grocery Stores,Talpa Super Mercados,2022-01,114285.0,1
Atlanta,Grocery Stores,Winn Dixie,2022-01,110302.0,1
Atlanta,Grocery Stores,Wayfield,2022-01,106280.0,1
Atlanta,Grocery Stores,Lidl,2022-01,91825.0,1
Atlanta,Grocery Stores,Earth Fare,2022-01,91483.0,1
Atlanta,Grocery Stores,Mapco,2022-01,89650.0,1
Atlanta,Grocery Stores,Food City,2022-01,81886.0,1
Atlanta,Grocery Stores,Whole Foods Market,2022-01,70032.0,1
Atlanta,Grocery Stores,Food World,2022-01,61571.0,1
Atlanta,Grocery Stores,Friendly Express,2022-01,57196.0,1
Atlanta,Grocery Stores,Harveys Supermarket,2022-01,50835.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Restaurant Depot,2022-01,22566.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,UNFI (United Natural Foods),2022-01,9606.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Performance Foodservice,2022-01,2920.0,1
Atlanta,Interurban and Rural Bus Transportation,Greyhound,2022-01,3683.0,1
Atlanta,Other Amusement and Recreation Industries,Planet Fitness,2022-01,705028.0,1
Atlanta,Other Amusement and Recreation Industries,CrossFit,2022-01,235122.0,27
Atlanta,Other Amusement and Recreation Industries,Orangetheory Fitness,2022-01,154361.0,1
Atlanta,Other Amusement and Recreation Industries,LA Fitness,2022-01,138822.0,1
Atlanta,Other Amusement and Recreation Industries,Gold's Gym,2022-01,97273.0,1
Atlanta,Other Amusement and Recreation Industries,Anytime Fitness,2022-01,56300.0,1
Atlanta,Other Amusement and Recreation Industries,Burn Boot Camp,2022-01,52979.0,1
Atlanta,Other Amusement and Recreation Industries,Workout Anytime,2022-01,42183.0,1
Atlanta,Other Amusement and Recreation Industries,Crunch,2022-01,41462.0,1
Atlanta,Other Amusement and Recreation Industries,Pure Barre,2022-01,41116.0,1
Atlanta,Other Amusement and Recreation Industries,Club Pilates,2022-01,39381.0,1
Atlanta,Other Amusement and Recreation Industries,Get Air,2022-01,27776.0,1
Atlanta,Other Amusement and Recreation Industries,Fit Body Boot Camp,2022-01,24555.0,1
Atlanta,Other Amusement and Recreation Industries,Snap Fitness,2022-01,24346.0,1
Atlanta,Other Amusement and Recreation Industries,Catch Air,2022-01,21764.0,1
Atlanta,Other Amusement and Recreation Industries,American Bodyworks,2022-01,18962.0,1
Atlanta,Other Amusement and Recreation Industries,Onelife Fitness,2022-01,15070.0,1
Atlanta,Other Amusement and Recreation Industries,F45 Training,2022-01,14625.0,1
Atlanta,Other Amusement and Recreation Industries,Aqua Tots,2022-01,13029.0,1
Atlanta,Other Amusement and Recreation Industries,Bodyplex,2022-01,12840.0,1
Atlanta,Other Amusement and Recreation Industries,Fitness Together,2022-01,12323.0,1
Atlanta,Other Amusement and Recreation Industries,Lifetime Fitness,2022-01,11417.0,1
Atlanta,Other Amusement and Recreation Industries,Sky Zone,2022-01,10925.0,1
Atlanta,Other Amusement and Recreation Industries,Launch Trampoline Park,2022-01,10232.0,1
Atlanta,Other Amusement and Recreation Industries,Topgolf,2022-01,9041.0,1
Atlanta,Other Support Activities for Transportation,PakMail,2022-01,381.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Clipper Petroleum,2022-01,16135.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Flyers Energy,2022-01,3487.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,Jellystone Park Camp Resorts,2022-01,842.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,KOA (Kampgrounds of America),2022-01,337.0,1
Atlanta,Restaurants and Other Eating Places,Subway,2022-01,5578159.0,1
Atlanta,Restaurants and Other Eating Places,McDonald's,2022-01,5098576.0,1
Atlanta,Restaurants and Other Eating Places,Wendy's,2022-01,3748407.0,1
Atlanta,Restaurants and Other Eating Places,Burger King,2022-01,3123427.0,1
Atlanta,Restaurants and Other Eating Places,Waffle House,2022-01,3051486.0,1
Atlanta,Restaurants and Other Eating Places,Chick-fil-A,2022-01,2914623.0,1
Atlanta,Restaurants and Other Eating Places,Taco Bell,2022-01,2568365.0,1
Atlanta,Restaurants and Other Eating Places,Zaxby's,2022-01,2561828.0,1
Atlanta,Restaurants and Other Eating Places,Domino's Pizza,2022-01,2494779.0,1
Atlanta,Restaurants and Other Eating Places,Dunkin',2022-01,2386721.0,1
Atlanta,Restaurants and Other Eating Places,Dairy Queen,2022-01,2299029.0,1
Atlanta,Restaurants and Other Eating Places,Starbucks,2022-01,2072074.0,1
Atlanta,Restaurants and Other Eating Places,Papa John's,2022-01,2021196.0,1
Atlanta,Restaurants and Other Eating Places,Popeyes Louisiana Kitchen,2022-01,1588683.0,1
Atlanta,Restaurants and Other Eating Places,KFC,2022-01,1325387.0,1
Atlanta,Restaurants and Other Eating Places,Arby's,2022-01,1275652.0,1
Atlanta,Restaurants and Other Eating Places,Hunt Brothers Pizza,2022-01,1266573.0,1
Atlanta,Restaurants and Other Eating Places,Firehouse Subs,2022-01,1202964.0,1
Atlanta,Restaurants and Other Eating Places,Sonic,2022-01,1158058.0,1
Atlanta,Restaurants and Other Eating Places,Bojangles',2022-01,1114799.0,1
Atlanta,Restaurants and Other Eating Places,Jimmy John's,2022-01,1082145.0,1
