MARKET,CATEGORY,BRAND,year_month,total_visits,distinct_locations_approx
Atlanta,Amusement Parks and Arcades,Round One Entertainment,2020-01,1241.0,1
Atlanta,Beverage Manufacturing,Molson Coors Brewery,2020-01,12446.0,1
Atlanta,Beverage Manufacturing,Coca-Cola UNITED,2020-01,5338.0,1
Atlanta,Beverage Manufacturing,Reddy Ice,2020-01,4788.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Airgas,2020-01,1507.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Praxair,2020-01,349.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Marlow's Tavern,2020-01,20019.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Smokey Bones,2020-01,12247.0,1
Atlanta,Freight Transportation Arrangement,ArcBest,2020-01,567.0,1
Atlanta,Freight Transportation Arrangement,J. B. Hunt Distribution,2020-01,410.0,1
Atlanta,Freight Transportation Arrangement,Old Dominion Freight Line,2020-01,206.0,1
Atlanta,Gasoline Stations,Chevron,2020-01,5475819.0,1
Atlanta,Gasoline Stations,Marathon,2020-01,2893876.0,1
Atlanta,Gasoline Stations,QuikTrip,2020-01,1677660.0,1
Atlanta,Gasoline Stations,BP,2020-01,1502351.0,1
Atlanta,Gasoline Stations,Texaco,2020-01,1456961.0,1
Atlanta,Gasoline Stations,Kroger Fuel Center,2020-01,1331501.0,1
Atlanta,Gasoline Stations,Shell Oil,2020-01,1313891.0,1
Atlanta,Gasoline Stations,RaceTrac,2020-01,1281961.0,1
Atlanta,Gasoline Stations,Sunoco,2020-01,1166135.0,1
Atlanta,Gasoline Stations,Exxon Mobil,2020-01,1115444.0,1
Atlanta,Gasoline Stations,Enmarket,2020-01,1076702.0,1
Atlanta,Gasoline Stations,Murphy USA,2020-01,998945.0,1
Atlanta,Gasoline Stations,CITGO,2020-01,674127.0,1
Atlanta,Gasoline Stations,Pilot Flying J,2020-01,544787.0,1
Atlanta,Gasoline Stations,Love's Travel Stops and Country Stores,2020-01,536656.0,1
Atlanta,Gasoline Stations,Jet Food Store,2020-01,323980.0,1
Atlanta,Gasoline Stations,RaceWay,2020-01,260811.0,1
Atlanta,Gasoline Stations,Circle K Gas,2020-01,220932.0,1
Atlanta,Gasoline Stations,Valero Energy,2020-01,213048.0,1
Atlanta,Gasoline Stations,Costco Gasoline,2020-01,56190.0,1
Atlanta,Gasoline Stations,76,2020-01,42099.0,1
Atlanta,Gasoline Stations,Gas N Go,2020-01,30317.0,1
Atlanta,Gasoline Stations,Mobil,2020-01,24941.0,1
Atlanta,Gasoline Stations,Sam's Club Fuel Center,2020-01,23886.0,1
Atlanta,Gasoline Stations,ConocoPhillips,2020-01,16855.0,1
Atlanta,Grocery Stores,Kroger,2020-01,5732855.0,1
Atlanta,Grocery Stores,ALDI,2020-01,2644611.0,1
Atlanta,Grocery Stores,Publix Super Markets,2020-01,2407559.0,1
Atlanta,Grocery Stores,Circle K,2020-01,1382656.0,1
Atlanta,Grocery Stores,Food Depot,2020-01,952388.0,1
Atlanta,Grocery Stores,Ingles Markets,2020-01,930852.0,1
Atlanta,Grocery Stores,Piggly Wiggly,2020-01,573440.0,1
Atlanta,Grocery Stores,IGA,2020-01,536739.0,1
Atlanta,Grocery Stores,Sprint Food Store,2020-01,453128.0,1
Atlanta,Grocery Stores,Food Lion,2020-01,446755.0,1
Atlanta,Grocery Stores,Sprouts,2020-01,425594.0,1
Atlanta,Grocery Stores,H Mart,2020-01,312580.0,1
Atlanta,Grocery Stores,Flash Foods,2020-01,246643.0,1
Atlanta,Grocery Stores,Trader Joe's,2020-01,178735.0,1
Atlanta,Grocery Stores,Harveys Supermarket,2020-01,164200.0,1
Atlanta,Grocery Stores,Winn Dixie,2020-01,151789.0,1
Atlanta,Grocery Stores,Talpa Super Mercados,2020-01,138922.0,1
Atlanta,Grocery Stores,Wayfield,2020-01,131349.0,1
Atlanta,Grocery Stores,Lidl,2020-01,108631.0,1
Atlanta,Grocery Stores,Mapco,2020-01,108454.0,1
Atlanta,Grocery Stores,Earth Fare,2020-01,104986.0,1
Atlanta,Grocery Stores,Save-A-Lot,2020-01,103341.0,1
Atlanta,Grocery Stores,Food City,2020-01,87496.0,1
Atlanta,Grocery Stores,Whole Foods Market,2020-01,85224.0,1
Atlanta,Grocery Stores,Friendly Express,2020-01,72587.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Restaurant Depot,2020-01,26903.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,UNFI (United Natural Foods),2020-01,12702.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Performance Foodservice,2020-01,3557.0,1
Atlanta,Interurban and Rural Bus Transportation,Greyhound,2020-01,3466.0,1
Atlanta,Other Amusement and Recreation Industries,Planet Fitness,2020-01,584009.0,1
Atlanta,Other Amusement and Recreation Industries,CrossFit,2020-01,297289.0,27
Atlanta,Other Amusement and Recreation Industries,Orangetheory Fitness,2020-01,168461.0,1
Atlanta,Other Amusement and Recreation Industries,LA Fitness,2020-01,164184.0,1
Atlanta,Other Amusement and Recreation Industries,Gold's Gym,2020-01,134023.0,1
Atlanta,Other Amusement and Recreation Industries,Anytime Fitness,2020-01,99834.0,1
Atlanta,Other Amusement and Recreation Industries,Workout Anytime,2020-01,55960.0,1
Atlanta,Other Amusement and Recreation Industries,Pure Barre,2020-01,50249.0,1
Atlanta,Other Amusement and Recreation Industries,Snap Fitness,2020-01,46967.0,1
Atlanta,Other Amusement and Recreation Industries,Sky Zone,2020-01,37004.0,1
Atlanta,Other Amusement and Recreation Industries,Burn Boot Camp,2020-01,36523.0,1
Atlanta,Other Amusement and Recreation Industries,Club Pilates,2020-01,36201.0,1
Atlanta,Other Amusement and Recreation Industries,Crunch,2020-01,33990.0,1
Atlanta,Other Amusement and Recreation Industries,Catch Air,2020-01,33824.0,1
Atlanta,Other Amusement and Recreation Industries,Get Air,2020-01,30608.0,1
Atlanta,Other Amusement and Recreation Industries,Fit Body Boot Camp,2020-01,28888.0,1
Atlanta,Other Amusement and Recreation Industries,American Bodyworks,2020-01,23576.0,1
Atlanta,Other Amusement and Recreation Industries,iLoveKickboxing,2020-01,22166.0,1
Atlanta,Other Amusement and Recreation Industries,Bodyplex,2020-01,22166.0,1
Atlanta,Other Amusement and Recreation Industries,Onelife Fitness,2020-01,18977.0,1
Atlanta,Other Amusement and Recreation Industries,F45 Training,2020-01,17889.0,1
Atlanta,Other Amusement and Recreation Industries,Aqua Tots,2020-01,16676.0,1
Atlanta,Other Amusement and Recreation Industries,Fitness Together,2020-01,14251.0,1
Atlanta,Other Amusement and Recreation Industries,Lifetime Fitness,2020-01,13336.0,1
Atlanta,Other Amusement and Recreation Industries,Launch Trampoline Park,2020-01,12612.0,1
Atlanta,Other Support Activities for Transportation,PakMail,2020-01,425.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Clipper Petroleum,2020-01,19761.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Flyers Energy,2020-01,4385.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,Jellystone Park Camp Resorts,2020-01,1085.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,KOA (Kampgrounds of America),2020-01,763.0,1
Atlanta,Restaurants and Other Eating Places,Subway,2020-01,6348953.0,1
Atlanta,Restaurants and Other Eating Places,McDonald's,2020-01,6344839.0,1
Atlanta,Restaurants and Other Eating Places,Wendy's,2020-01,4164012.0,1
Atlanta,Restaurants and Other Eating Places,Burger King,2020-01,3743099.0,1
Atlanta,Restaurants and Other Eating Places,Waffle House,2020-01,3440212.0,1
Atlanta,Restaurants and Other Eating Places,Chick-fil-A,2020-01,3323928.0,1
Atlanta,Restaurants and Other Eating Places,Dairy Queen,2020-01,2951321.0,1
Atlanta,Restaurants and Other Eating Places,Zaxby's,2020-01,2874971.0,1
Atlanta,Restaurants and Other Eating Places,Taco Bell,2020-01,2750731.0,1
Atlanta,Restaurants and Other Eating Places,Domino's Pizza,2020-01,2580748.0,1
Atlanta,Restaurants and Other Eating Places,Starbucks,2020-01,2491479.0,1
Atlanta,Restaurants and Other Eating Places,Dunkin',2020-01,2375324.0,1
Atlanta,Restaurants and Other Eating Places,Papa John's,2020-01,1982424.0,1
Atlanta,Restaurants and Other Eating Places,Popeyes Louisiana Kitchen,2020-01,1731845.0,1
Atlanta,Restaurants and Other Eating Places,Arby's,2020-01,1442813.0,1
Atlanta,Restaurants and Other Eating Places,Hunt Brothers Pizza,2020-01,1385039.0,1
Atlanta,Restaurants and Other Eating Places,Bojangles',2020-01,1362577.0,1
Atlanta,Restaurants and Other Eating Places,Sonic,2020-01,1360686.0,1
Atlanta,Restaurants and Other Eating Places,Firehouse Subs,2020-01,1344754.0,1
Atlanta,Restaurants and Other Eating Places,Jimmy John's,2020-01,1315294.0,1
Atlanta,Restaurants and Other Eating Places,KFC,2020-01,1242674.0,1
Atlanta,Restaurants and Other Eating Places,Checkers Drive-In Restaurants,2020-01,1225216.0,1
Atlanta,Restaurants and Other Eating Places,Pizza Hut,2020-01,1154273.0,1
Atlanta,Restaurants and Other Eating Places,Moe's Southwest Grill,2020-01,1090543.0,1
Atlanta,Restaurants and Other Eating Places,Chipotle Mexican Grill,2020-01,1021160.0,1
Atlanta,Specialty Food Stores,Great American Cookies,2020-01,50150.0,1
Atlanta,Specialty Food Stores,It'sugar,2020-01,16214.0,1
Atlanta,Specialty Food Stores,Godiva,2020-01,15705.0,1
Atlanta,Specialty Food Stores,Pretzelmaker,2020-01,7732.0,1
Atlanta,Specialty Food Stores,Daylight Donuts,2020-01,6699.0,1
Atlanta,Specialty Food Stores,Zion Market,2020-01,3828.0,1
Atlanta,Specialty Food Stores,Pelican's SnoBalls,2020-01,2540.0,1
Atlanta,Specialty Food Stores,Graze Craze,2020-01,1642.0,1
Atlanta,Specialty Food Stores,Pepper Palace,2020-01,1373.0,1
Atlanta,Spectator Sports,K1 Speed,2020-01,3256.0,1
Atlanta,Traveler Accommodation,Hampton,2020-01,384456.0,1
Atlanta,Traveler Accommodation,Courtyard by Marriott,2020-01,348808.0,8
Atlanta,Traveler Accommodation,Fairfield Inn & Suites by Marriott,2020-01,276177.0,1
Atlanta,Traveler Accommodation,Quality Inn,2020-01,274548.0,1
Atlanta,Traveler Accommodation,SpringHill Suites by Marriott,2020-01,189970.0,1
Atlanta,Traveler Accommodation,Hilton Garden Inn,2020-01,187491.0,1
Atlanta,Traveler Accommodation,La Quinta Inns & Suites,2020-01,147085.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites by Radisson Americas,2020-01,145450.0,10
Atlanta,Traveler Accommodation,Hilton International,2020-01,134351.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites By Radisson,2020-01,130388.0,2
Atlanta,Traveler Accommodation,Days Inn,2020-01,127176.0,1
Atlanta,Traveler Accommodation,Marriott Hotels,2020-01,123324.0,1
Atlanta,Traveler Accommodation,Westin Hotels & Resorts,2020-01,114772.0,1
Atlanta,Traveler Accommodation,Comfort Suites,2020-01,113602.0,1
Atlanta,Traveler Accommodation,Residence Inn by Marriott,2020-01,111676.0,1
Atlanta,Traveler Accommodation,Best Western,2020-01,103912.0,9
Atlanta,Traveler Accommodation,Super 8,2020-01,92729.0,1
Atlanta,Traveler Accommodation,Extended Stay America,2020-01,92437.0,1
Atlanta,Traveler Accommodation,DoubleTree by Hilton,2020-01,92322.0,2
Atlanta,Traveler Accommodation,Motel 6,2020-01,90456.0,1
Atlanta,Traveler Accommodation,Econo Lodge,2020-01,88826.0,1
Atlanta,Traveler Accommodation,Sonesta Hotels & Resorts,2020-01,86000.0,4
Atlanta,Traveler Accommodation,Holiday Inn,2020-01,85269.0,1
Atlanta,Traveler Accommodation,Staybridge Suites,2020-01,79222.0,1
Atlanta,Traveler Accommodation,Homewood Suites by Hilton,2020-01,75386.0,1
Atlanta,Waste Collection,1-800 Got Junk,2020-01,231.0,1
Atlanta,Waste Treatment and Disposal,Republic Services,2020-01,1278.0,1
Atlanta,Amusement Parks and Arcades,Round One Entertainment,2020-02,1223.0,1
Atlanta,Beverage Manufacturing,Molson Coors Brewery,2020-02,12341.0,1
Atlanta,Beverage Manufacturing,Coca-Cola UNITED,2020-02,5020.0,1
Atlanta,Beverage Manufacturing,Reddy Ice,2020-02,4813.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Airgas,2020-02,1318.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Praxair,2020-02,291.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Marlow's Tavern,2020-02,19058.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Smokey Bones,2020-02,12810.0,1
Atlanta,Freight Transportation Arrangement,ArcBest,2020-02,516.0,1
Atlanta,Freight Transportation Arrangement,J. B. Hunt Distribution,2020-02,398.0,1
Atlanta,Freight Transportation Arrangement,Old Dominion Freight Line,2020-02,190.0,1
Atlanta,Gasoline Stations,Chevron,2020-02,5263105.0,1
Atlanta,Gasoline Stations,Marathon,2020-02,2847634.0,1
Atlanta,Gasoline Stations,QuikTrip,2020-02,1662198.0,1
Atlanta,Gasoline Stations,BP,2020-02,1443449.0,1
Atlanta,Gasoline Stations,Texaco,2020-02,1395751.0,1
Atlanta,Gasoline Stations,Kroger Fuel Center,2020-02,1327739.0,1
Atlanta,Gasoline Stations,Shell Oil,2020-02,1283370.0,1
Atlanta,Gasoline Stations,RaceTrac,2020-02,1222787.0,1
Atlanta,Gasoline Stations,Sunoco,2020-02,1158404.0,1
Atlanta,Gasoline Stations,Exxon Mobil,2020-02,1100113.0,1
Atlanta,Gasoline Stations,Enmarket,2020-02,1036076.0,1
Atlanta,Gasoline Stations,Murphy USA,2020-02,955004.0,1
Atlanta,Gasoline Stations,CITGO,2020-02,684362.0,1
Atlanta,Gasoline Stations,Love's Travel Stops and Country Stores,2020-02,535215.0,1
Atlanta,Gasoline Stations,Pilot Flying J,2020-02,513906.0,1
Atlanta,Gasoline Stations,Jet Food Store,2020-02,309873.0,1
Atlanta,Gasoline Stations,RaceWay,2020-02,257714.0,1
Atlanta,Gasoline Stations,Circle K Gas,2020-02,221734.0,1
Atlanta,Gasoline Stations,Valero Energy,2020-02,206753.0,1
Atlanta,Gasoline Stations,Costco Gasoline,2020-02,55478.0,1
Atlanta,Gasoline Stations,76,2020-02,41522.0,1
Atlanta,Gasoline Stations,Gas N Go,2020-02,28062.0,1
Atlanta,Gasoline Stations,Mobil,2020-02,24831.0,1
Atlanta,Gasoline Stations,Sam's Club Fuel Center,2020-02,23151.0,1
Atlanta,Gasoline Stations,ConocoPhillips,2020-02,15632.0,1
Atlanta,Grocery Stores,Kroger,2020-02,5219735.0,1
Atlanta,Grocery Stores,ALDI,2020-02,2454881.0,1
Atlanta,Grocery Stores,Publix Super Markets,2020-02,2234430.0,1
Atlanta,Grocery Stores,Circle K,2020-02,1279736.0,1
Atlanta,Grocery Stores,Food Depot,2020-02,889480.0,1
Atlanta,Grocery Stores,Ingles Markets,2020-02,864423.0,1
Atlanta,Grocery Stores,Piggly Wiggly,2020-02,548468.0,1
Atlanta,Grocery Stores,IGA,2020-02,494739.0,1
Atlanta,Grocery Stores,Food Lion,2020-02,423911.0,1
Atlanta,Grocery Stores,Sprint Food Store,2020-02,408180.0,1
Atlanta,Grocery Stores,Sprouts,2020-02,399513.0,1
Atlanta,Grocery Stores,H Mart,2020-02,296560.0,1
Atlanta,Grocery Stores,Flash Foods,2020-02,222994.0,1
Atlanta,Grocery Stores,Trader Joe's,2020-02,164902.0,1
Atlanta,Grocery Stores,Harveys Supermarket,2020-02,153510.0,1
Atlanta,Grocery Stores,Winn Dixie,2020-02,151832.0,1
Atlanta,Grocery Stores,Talpa Super Mercados,2020-02,120675.0,1
Atlanta,Grocery Stores,Wayfield,2020-02,116023.0,1
Atlanta,Grocery Stores,Lidl,2020-02,101530.0,1
Atlanta,Grocery Stores,Mapco,2020-02,98336.0,1
Atlanta,Grocery Stores,Save-A-Lot,2020-02,96407.0,1
Atlanta,Grocery Stores,Earth Fare,2020-02,96112.0,1
Atlanta,Grocery Stores,Food City,2020-02,83988.0,1
Atlanta,Grocery Stores,Whole Foods Market,2020-02,80608.0,1
Atlanta,Grocery Stores,Friendly Express,2020-02,67577.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Restaurant Depot,2020-02,24105.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,UNFI (United Natural Foods),2020-02,11810.0,1
Atlanta,Grocery and Related Product Merchant Wholesalers,Performance Foodservice,2020-02,3197.0,1
Atlanta,Interurban and Rural Bus Transportation,Greyhound,2020-02,3465.0,1
Atlanta,Other Amusement and Recreation Industries,Planet Fitness,2020-02,495928.0,1
Atlanta,Other Amusement and Recreation Industries,CrossFit,2020-02,235944.0,29
Atlanta,Other Amusement and Recreation Industries,LA Fitness,2020-02,139227.0,1
Atlanta,Other Amusement and Recreation Industries,Orangetheory Fitness,2020-02,138619.0,1
Atlanta,Other Amusement and Recreation Industries,Gold's Gym,2020-02,116834.0,1
Atlanta,Other Amusement and Recreation Industries,Anytime Fitness,2020-02,85417.0,1
Atlanta,Other Amusement and Recreation Industries,Workout Anytime,2020-02,46852.0,1
Atlanta,Other Amusement and Recreation Industries,Pure Barre,2020-02,41238.0,1
Atlanta,Other Amusement and Recreation Industries,Snap Fitness,2020-02,39459.0,1
Atlanta,Other Amusement and Recreation Industries,Sky Zone,2020-02,36473.0,1
Atlanta,Other Amusement and Recreation Industries,Catch Air,2020-02,30916.0,1
Atlanta,Other Amusement and Recreation Industries,Crunch,2020-02,29229.0,1
Atlanta,Other Amusement and Recreation Industries,Club Pilates,2020-02,28921.0,1
Atlanta,Other Amusement and Recreation Industries,Burn Boot Camp,2020-02,28919.0,1
Atlanta,Other Amusement and Recreation Industries,Get Air,2020-02,25258.0,1
Atlanta,Other Amusement and Recreation Industries,Fit Body Boot Camp,2020-02,24608.0,1
Atlanta,Other Amusement and Recreation Industries,American Bodyworks,2020-02,19544.0,1
Atlanta,Other Amusement and Recreation Industries,iLoveKickboxing,2020-02,17366.0,1
Atlanta,Other Amusement and Recreation Industries,Bodyplex,2020-02,17238.0,1
Atlanta,Other Amusement and Recreation Industries,Onelife Fitness,2020-02,15516.0,1
Atlanta,Other Amusement and Recreation Industries,F45 Training,2020-02,15028.0,1
Atlanta,Other Amusement and Recreation Industries,Aqua Tots,2020-02,13419.0,1
Atlanta,Other Amusement and Recreation Industries,Launch Trampoline Park,2020-02,12570.0,1
Atlanta,Other Amusement and Recreation Industries,Fitness Together,2020-02,12016.0,1
Atlanta,Other Amusement and Recreation Industries,Lifetime Fitness,2020-02,11336.0,1
Atlanta,Other Support Activities for Transportation,PakMail,2020-02,398.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Clipper Petroleum,2020-02,17809.0,1
Atlanta,Petroleum and Petroleum Products Merchant Wholesalers,Flyers Energy,2020-02,3827.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,Jellystone Park Camp Resorts,2020-02,1074.0,1
Atlanta,RV (Recreational Vehicle) Parks and Recreational Camps,KOA (Kampgrounds of America),2020-02,750.0,1
Atlanta,Restaurants and Other Eating Places,Subway,2020-02,6616804.0,1
Atlanta,Restaurants and Other Eating Places,McDonald's,2020-02,6306662.0,1
Atlanta,Restaurants and Other Eating Places,Wendy's,2020-02,4245865.0,1
Atlanta,Restaurants and Other Eating Places,Burger King,2020-02,3747817.0,1
Atlanta,Restaurants and Other Eating Places,Waffle House,2020-02,3562485.0,1
Atlanta,Restaurants and Other Eating Places,Chick-fil-A,2020-02,3272370.0,1
Atlanta,Restaurants and Other Eating Places,Dairy Queen,2020-02,2986991.0,1
Atlanta,Restaurants and Other Eating Places,Zaxby's,2020-02,2921269.0,1
Atlanta,Restaurants and Other Eating Places,Taco Bell,2020-02,2809939.0,1
Atlanta,Restaurants and Other Eating Places,Starbucks,2020-02,2601333.0,1
Atlanta,Restaurants and Other Eating Places,Domino's Pizza,2020-02,2569081.0,1
Atlanta,Restaurants and Other Eating Places,Dunkin',2020-02,2350347.0,1
Atlanta,Restaurants and Other Eating Places,Papa John's,2020-02,2005350.0,1
Atlanta,Restaurants and Other Eating Places,Popeyes Louisiana Kitchen,2020-02,1784494.0,1
Atlanta,Restaurants and Other Eating Places,Sonic,2020-02,1443665.0,1
Atlanta,Restaurants and Other Eating Places,Arby's,2020-02,1381092.0,1
Atlanta,Restaurants and Other Eating Places,Hunt Brothers Pizza,2020-02,1369145.0,1
Atlanta,Restaurants and Other Eating Places,Firehouse Subs,2020-02,1367345.0,1
Atlanta,Restaurants and Other Eating Places,Bojangles',2020-02,1332905.0,1
Atlanta,Restaurants and Other Eating Places,KFC,2020-02,1281948.0,1
Atlanta,Restaurants and Other Eating Places,Checkers Drive-In Restaurants,2020-02,1219938.0,1
Atlanta,Restaurants and Other Eating Places,Jimmy John's,2020-02,1173970.0,1
Atlanta,Restaurants and Other Eating Places,Pizza Hut,2020-02,1159736.0,1
Atlanta,Restaurants and Other Eating Places,Moe's Southwest Grill,2020-02,1060799.0,1
Atlanta,Restaurants and Other Eating Places,Chipotle Mexican Grill,2020-02,1039310.0,1
Atlanta,Specialty Food Stores,Great American Cookies,2020-02,51828.0,1
Atlanta,Specialty Food Stores,It'sugar,2020-02,16861.0,1
Atlanta,Specialty Food Stores,Godiva,2020-02,15969.0,1
Atlanta,Specialty Food Stores,Pretzelmaker,2020-02,8799.0,1
Atlanta,Specialty Food Stores,Daylight Donuts,2020-02,7317.0,1
Atlanta,Specialty Food Stores,Zion Market,2020-02,4171.0,1
Atlanta,Specialty Food Stores,Pelican's SnoBalls,2020-02,2931.0,1
Atlanta,Specialty Food Stores,Graze Craze,2020-02,1899.0,1
Atlanta,Specialty Food Stores,Pepper Palace,2020-02,1496.0,1
Atlanta,Spectator Sports,K1 Speed,2020-02,2980.0,1
Atlanta,Traveler Accommodation,Hampton,2020-02,366921.0,1
Atlanta,Traveler Accommodation,Courtyard by Marriott,2020-02,336300.0,7
Atlanta,Traveler Accommodation,Fairfield Inn & Suites by Marriott,2020-02,263852.0,1
Atlanta,Traveler Accommodation,Quality Inn,2020-02,258037.0,1
Atlanta,Traveler Accommodation,SpringHill Suites by Marriott,2020-02,181921.0,1
Atlanta,Traveler Accommodation,Hilton Garden Inn,2020-02,176631.0,1
Atlanta,Traveler Accommodation,La Quinta Inns & Suites,2020-02,141656.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites by Radisson Americas,2020-02,138339.0,9
Atlanta,Traveler Accommodation,Hilton International,2020-02,130900.0,1
Atlanta,Traveler Accommodation,Country Inn & Suites By Radisson,2020-02,123924.0,2
Atlanta,Traveler Accommodation,Days Inn,2020-02,123418.0,1
Atlanta,Traveler Accommodation,Marriott Hotels,2020-02,117473.0,1
Atlanta,Traveler Accommodation,Comfort Suites,2020-02,113098.0,1
Atlanta,Traveler Accommodation,Westin Hotels & Resorts,2020-02,112988.0,1
Atlanta,Traveler Accommodation,Residence Inn by Marriott,2020-02,109717.0,1
Atlanta,Traveler Accommodation,Best Western,2020-02,101414.0,8
Atlanta,Traveler Accommodation,DoubleTree by Hilton,2020-02,90031.0,2
Atlanta,Traveler Accommodation,Extended Stay America,2020-02,89861.0,1
Atlanta,Traveler Accommodation,Super 8,2020-02,87781.0,1
Atlanta,Traveler Accommodation,Motel 6,2020-02,87409.0,1
Atlanta,Traveler Accommodation,Econo Lodge,2020-02,86435.0,1
Atlanta,Traveler Accommodation,Sonesta Hotels & Resorts,2020-02,81424.0,4
Atlanta,Traveler Accommodation,Holiday Inn,2020-02,79897.0,1
Atlanta,Traveler Accommodation,Staybridge Suites,2020-02,75723.0,1
Atlanta,Traveler Accommodation,Homewood Suites by Hilton,2020-02,72745.0,1
Atlanta,Waste Collection,1-800 Got Junk,2020-02,215.0,1
Atlanta,Waste Treatment and Disposal,Republic Services,2020-02,1187.0,1
Atlanta,Amusement Parks and Arcades,Round One Entertainment,2020-03,785.0,1
Atlanta,Beverage Manufacturing,Molson Coors Brewery,2020-03,9063.0,1
Atlanta,Beverage Manufacturing,Coca-Cola UNITED,2020-03,3745.0,1
Atlanta,Beverage Manufacturing,Reddy Ice,2020-03,3196.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Airgas,2020-03,1132.0,1
Atlanta,Chemical and Allied Products Merchant Wholesalers,Praxair,2020-03,237.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Marlow's Tavern,2020-03,12500.0,1
Atlanta,Drinking Places (Alcoholic Beverages),Smokey Bones,2020-03,8606.0,1
Atlanta,Freight Transportation Arrangement,ArcBest,2020-03,438.0,1
Atlanta,Freight Transportation Arrangement,J. B. Hunt Distribution,2020-03,278.0,1
Atlanta,Freight Transportation Arrangement,Old Dominion Freight Line,2020-03,127.0,1
Atlanta,Gasoline Stations,Chevron,2020-03,4920278.0,1
Atlanta,Gasoline Stations,Marathon,2020-03,2640610.0,1
Atlanta,Gasoline Stations,QuikTrip,2020-03,1494083.0,1
Atlanta,Gasoline Stations,BP,2020-03,1259469.0,1
Atlanta,Gasoline Stations,Texaco,2020-03,1226958.0,1
Atlanta,Gasoline Stations,Shell Oil,2020-03,1183348.0,1
Atlanta,Gasoline Stations,RaceTrac,2020-03,1113639.0,1
Atlanta,Gasoline Stations,Kroger Fuel Center,2020-03,1051173.0,1
Atlanta,Gasoline Stations,Sunoco,2020-03,1044754.0,1
Atlanta,Gasoline Stations,Exxon Mobil,2020-03,1032418.0,1
Atlanta,Gasoline Stations,Enmarket,2020-03,901485.0,1
Atlanta,Gasoline Stations,Murphy USA,2020-03,900388.0,1
Atlanta,Gasoline Stations,CITGO,2020-03,628993.0,1
Atlanta,Gasoline Stations,Pilot Flying J,2020-03,509291.0,1
Atlanta,Gasoline Stations,Love's Travel Stops and Country Stores,2020-03,403102.0,1
Atlanta,Gasoline Stations,Jet Food Store,2020-03,237118.0,1
Atlanta,Gasoline Stations,RaceWay,2020-03,222152.0,1
Atlanta,Gasoline Stations,Circle K Gas,2020-03,189150.0,1
Atlanta,Gasoline Stations,Valero Energy,2020-03,188526.0,1
Atlanta,Gasoline Stations,Costco Gasoline,2020-03,51487.0,1
Atlanta,Gasoline Stations,76,2020-03,33882.0,1
Atlanta,Gasoline Stations,Gas N Go,2020-03,24412.0,1
Atlanta,Gasoline Stations,Mobil,2020-03,21989.0,1
Atlanta,Gasoline Stations,Sam's Club Fuel Center,2020-03,15905.0,1
Atlanta,Gasoline Stations,ConocoPhillips,2020-03,15341.0,1
Atlanta,Grocery Stores,Kroger,2020-03,4162303.0,1
Atlanta,Grocery Stores,ALDI,2020-03,2035281.0,1
Atlanta,Grocery Stores,Publix Super Markets,2020-03,1543647.0,1
Atlanta,Grocery Stores,Circle K,2020-03,994966.0,1
Atlanta,Grocery Stores,Food Depot,2020-03,741177.0,1
Atlanta,Grocery Stores,Ingles Markets,2020-03,620283.0,1
Atlanta,Grocery Stores,Piggly Wiggly,2020-03,414794.0,1
Atlanta,Grocery Stores,IGA,2020-03,410225.0,1
Atlanta,Grocery Stores,Sprouts,2020-03,327721.0,1
Atlanta,Grocery Stores,Food Lion,2020-03,303381.0,1
Atlanta,Grocery Stores,Sprint Food Store,2020-03,268906.0,1
Atlanta,Grocery Stores,H Mart,2020-03,246844.0,1
Atlanta,Grocery Stores,Trader Joe's,2020-03,151384.0,1
Atlanta,Grocery Stores,Flash Foods,2020-03,131286.0,1
Atlanta,Grocery Stores,Winn Dixie,2020-03,117741.0,1
Atlanta,Grocery Stores,Harveys Supermarket,2020-03,102983.0,1
Atlanta,Grocery Stores,Wayfield,2020-03,89302.0,1
Atlanta,Grocery Stores,Lidl,2020-03,84965.0,1
