MARKET,spend_domain,year_month,spend_amount,trans_count,brand_count
Dallas / Houston,Energy,2021-12,243527358.93209997,4441010.351799998,54
Dallas / Houston,Food,2021-12,42033182.3851,2558586.9596,23
Dallas / Houston,Lodging,2021-12,5719356.4807,30224.997699999996,8
Dallas / Houston,Energy,2022-01,215594303.3089001,3978862.2982,53
Dallas / Houston,Food,2022-01,35122760.2039,2214024.8917,23
Dallas / Houston,Lodging,2022-01,4141716.8822000003,21617.5224,8
Dallas / Houston,Energy,2022-02,212088599.10390002,3755026.320399998,53
Dallas / Houston,Food,2022-02,33253655.1717,2071195.5107000005,22
Dallas / Houston,Lodging,2022-02,4092700.7369999997,22192.0727,8
Dallas / Houston,Energy,2022-03,255784120.71670005,4588825.734000002,55
Dallas / Houston,Food,2022-03,39600551.382699996,2531080.1479000007,23
Dallas / Houston,Lodging,2022-03,6812737.517999997,30803.3541,8
Dallas / Houston,Energy,2022-04,250829832.45930004,4485211.387699999,56
Dallas / Houston,Food,2022-04,39744842.87450001,2518618.7497000005,22
Dallas / Houston,Lodging,2022-04,5607228.7163,26653.348099999996,8
Dallas / Houston,Energy,2022-05,271515155.76969993,4838787.884199997,56
Dallas / Houston,Food,2022-05,42147430.8416,2643444.1344999997,23
Dallas / Houston,Lodging,2022-05,7216705.557500001,32920.18549999999,8
Dallas / Houston,Energy,2022-06,274234256.45120007,4713933.056399999,57
Dallas / Houston,Food,2022-06,39467487.7437,2432091.2437,23
Dallas / Houston,Lodging,2022-06,8600426.4552,36760.917400000006,8
Dallas / Houston,Energy,2022-07,269775130.50029993,4840210.6555,55
Dallas / Houston,Food,2022-07,40920180.91489999,2529790.197000001,23
Dallas / Houston,Lodging,2022-07,9927330.365600001,40679.062099999996,8
Dallas / Houston,Energy,2022-08,253049089.4085999,4617178.516799999,56
Dallas / Houston,Food,2022-08,40302620.52440001,2510234.142,23
Dallas / Houston,Lodging,2022-08,6651917.010800001,30512.208199999997,8
Dallas / Houston,Energy,2022-09,248372131.18600005,4655003.502900002,56
Dallas / Houston,Food,2022-09,42531394.541899994,2633973.6089,23
Dallas / Houston,Lodging,2022-09,6488449.6107,30736.5905,8
Dallas / Houston,Energy,2022-10,254398467.26670003,4809509.934900001,56
Dallas / Houston,Food,2022-10,43945187.286000006,2735211.9402,24
Dallas / Houston,Lodging,2022-10,7132263.904599999,31995.243599999994,8
Dallas / Houston,Energy,2022-11,253037315.8380001,4462272.074000002,55
Dallas / Houston,Food,2022-11,43909377.364400014,2635140.6784000006,23
Dallas / Houston,Lodging,2022-11,5893059.494,27517.3795,8
Dallas / Houston,Energy,2022-12,260826651.7292001,4555331.7598,55
Dallas / Houston,Food,2022-12,44450997.83049998,2509406.3382,24
Dallas / Houston,Lodging,2022-12,5535271.126400001,28179.6551,8
Dallas / Houston,Energy,2023-01,232427715.96220002,4277700.112500001,54
Dallas / Houston,Food,2023-01,38949308.11550001,2300379.4928999995,23
Dallas / Houston,Lodging,2023-01,4448657.2677,23957.1299,8
Dallas / Houston,Energy,2023-02,224104822.693,4050148.4083000007,55
Dallas / Houston,Food,2023-02,36932763.113000005,2237181.4696999993,24
Dallas / Houston,Lodging,2023-02,4996550.377699999,24606.5014,8
Dallas / Houston,Energy,2023-03,254602780.37560016,4644158.2884,56
Dallas / Houston,Food,2023-03,43378620.3575,2596413.8540000003,23
Dallas / Houston,Lodging,2023-03,7101991.4795,32073.638899999998,8
Dallas / Houston,Energy,2023-04,257296923.4985,4647858.933000001,56
Dallas / Houston,Food,2023-04,43100332.8003,2535541.2162999995,23
Dallas / Houston,Lodging,2023-04,6240166.676100001,29545.0722,8
Dallas / Houston,Energy,2023-05,265053173.2146,4869256.1094,56
Dallas / Houston,Food,2023-05,44670763.45660001,2620543.3230999997,24
Dallas / Houston,Lodging,2023-05,7403866.165999999,33683.592300000004,8
Dallas / Houston,Energy,2023-06,268703092.78849995,4876985.0953,57
Dallas / Houston,Food,2023-06,42471030.49210001,2504202.042,23
Dallas / Houston,Lodging,2023-06,9113633.8016,39003.308200000014,8
Dallas / Houston,Energy,2023-07,271319939.4096999,5013492.5211,56
Dallas / Houston,Food,2023-07,43979843.3945,2560061.5922999997,24
Dallas / Houston,Lodging,2023-07,9519203.515,41803.2305,8
Dallas / Houston,Energy,2023-08,270062203.42220014,4932360.711200001,57
Dallas / Houston,Food,2023-08,44552203.39629999,2690574.4398000007,23
Dallas / Houston,Lodging,2023-08,7272522.549,33248.06310000001,8
Dallas / Houston,Energy,2023-09,258968874.85869998,4737352.940900001,57
Dallas / Houston,Food,2023-09,46491160.7793,2755809.8049999997,23
Dallas / Houston,Lodging,2023-09,6341856.409999998,31645.012800000004,8
Dallas / Houston,Energy,2023-10,261472924.1127,4762243.642599998,56
Dallas / Houston,Food,2023-10,45814007.87279999,2737025.7013,22
Dallas / Houston,Lodging,2023-10,6987090.972800001,30916.417899999997,8
Dallas / Houston,Energy,2023-11,256099047.45279998,4524342.540999998,56
Dallas / Houston,Food,2023-11,44678332.997499995,2581299.0611000005,23
Dallas / Houston,Lodging,2023-11,5744077.8899,27220.181899999996,8
Dallas / Houston,Energy,2023-12,259542094.83140004,4632239.5102,55
Dallas / Houston,Food,2023-12,44842561.711500004,2489114.2009,22
Dallas / Houston,Lodging,2023-12,5221229.1478,27076.502999999997,8
Dallas / Houston,Energy,2024-01,238177334.79259998,4236498.943800002,57
Dallas / Houston,Food,2024-01,37595553.423,2175808.0924,23
Dallas / Houston,Lodging,2024-01,4402338.421699999,22990.3323,8
Dallas / Houston,Energy,2024-02,234316665.5645001,4269994.583,56
Dallas / Houston,Food,2024-02,38575693.71720001,2240252.8835000005,22
Dallas / Houston,Lodging,2024-02,4753989.2335,23232.871099999997,8
Dallas / Houston,Energy,2024-03,253389497.37169987,4697635.874899998,57
Dallas / Houston,Food,2024-03,42991451.708,2452185.3075999995,23
Dallas / Houston,Lodging,2024-03,6796256.5918,32582.393299999996,8
Dallas / Houston,Energy,2024-04,257732145.53250012,4639938.8877,57
Dallas / Houston,Food,2024-04,41370158.132699996,2363730.9776999997,23
Dallas / Houston,Lodging,2024-04,5875342.849100001,26956.495199999998,8
Dallas / Houston,Energy,2024-05,268004345.79479992,4870173.340299999,56
Dallas / Houston,Food,2024-05,44291057.0731,2470678.7818,23
Dallas / Houston,Lodging,2024-05,7249835.696700001,33692.6321,8
Dallas / Houston,Energy,2024-06,258461104.7380998,4809098.511299999,57
Dallas / Houston,Food,2024-06,40433424.41789998,2297430.0429000002,23
Dallas / Houston,Lodging,2024-06,8146494.714399999,37489.4534,8
Dallas / Houston,Energy,2024-07,259733537.63430002,4893878.1238,57
Dallas / Houston,Food,2024-07,40468832.43829999,2302334.713,23
Dallas / Houston,Lodging,2024-07,8782161.127600001,38647.442500000005,8
Dallas / Houston,Energy,2024-08,274459588.00570005,5011544.968999999,57
Dallas / Houston,Food,2024-08,43582438.77770001,2481917.474600001,22
Dallas / Houston,Lodging,2024-08,6616505.6877,32019.011900000005,8
Dallas / Houston,Energy,2024-09,248731043.7985,4646063.510599998,56
Dallas / Houston,Food,2024-09,42837389.669599995,2415331.819799999,22
Dallas / Houston,Lodging,2024-09,6132896.428700001,28797.256800000003,8
Dallas / Houston,Energy,2024-10,253268916.537,4876461.5217,56
Dallas / Houston,Food,2024-10,43474233.2515,2527454.7977,23
Dallas / Houston,Lodging,2024-10,6847565.4772,31207.353299999995,8
Dallas / Houston,Energy,2024-11,253058487.14840013,4586781.6719,56
Dallas / Houston,Food,2024-11,44124047.1344,2481035.4792,23
Dallas / Houston,Lodging,2024-11,5980989.846600001,30260.1985,8
Dallas / Houston,Energy,2024-12,270956912.9243999,4637090.897,56
Dallas / Houston,Food,2024-12,45360723.32570001,2425546.2907999987,23
Dallas / Houston,Lodging,2024-12,5424208.3806,27247.3715,8
Kansas City,Energy,2020-01,47918635.813,1106380.1727000005,83
Kansas City,Food,2020-01,10193477.455199998,481360.6627999999,42
Kansas City,Lodging,2020-01,475081.3932,3608.6768999999995,5
Kansas City,Energy,2020-02,48447050.74169998,1092429.1988000001,89
Kansas City,Food,2020-02,10504881.250900002,491010.8166,43
Kansas City,Lodging,2020-02,483634.47349999996,3473.0328,5
Kansas City,Energy,2020-03,57950675.96439998,1146963.9466000001,86
Kansas City,Food,2020-03,11444598.132299997,440528.4316,45
Kansas City,Lodging,2020-03,264958.8334,1931.2542999999998,5
Kansas City,Energy,2020-04,54069780.605699986,1004809.8161999995,84
Kansas City,Food,2020-04,10909944.2038,376617.9208999999,39
Kansas City,Lodging,2020-04,37158.5041,253.5374,5
Kansas City,Energy,2020-05,59077198.81170002,1149870.4918999996,85
Kansas City,Food,2020-05,13828723.261899997,480373.2776000001,39
Kansas City,Lodging,2020-05,92549.1965,738.3821,5
Kansas City,Energy,2020-06,55034279.91229999,1114057.8347,88
Kansas City,Food,2020-06,12897263.7114,495177.5832999998,43
Kansas City,Lodging,2020-06,139253.4242,1115.3999000000001,5
Kansas City,Energy,2020-07,54320310.15900005,1120207.6546999996,87
Kansas City,Food,2020-07,13201014.779000003,520143.9878,41
Kansas City,Lodging,2020-07,228412.56840000002,1540.4917,5
Kansas City,Energy,2020-08,53972013.921399996,1122392.985800001,85
Kansas City,Food,2020-08,13767080.241500007,534182.6506000002,43
Kansas City,Lodging,2020-08,327658.00510000007,1947.7340999999997,5
Kansas City,Energy,2020-09,50109620.45520002,1064397.7055999998,87
Kansas City,Food,2020-09,13132340.5641,523539.29590000026,42
Kansas City,Lodging,2020-09,222709.94809999998,1620.7531999999997,5
Kansas City,Energy,2020-10,54329917.00120001,1143610.7764,86
Kansas City,Food,2020-10,14363196.816300001,563625.2386,44
Kansas City,Lodging,2020-10,303213.5013,2097.2846,5
Kansas City,Energy,2020-11,57692003.65190002,1093159.1124000004,87
Kansas City,Food,2020-11,14468874.706400003,529358.2563,44
Kansas City,Lodging,2020-11,167684.52,1174.3979,5
Kansas City,Energy,2020-12,65458589.9833,1218395.4017999994,86
Kansas City,Food,2020-12,17612738.38870001,564125.3361999999,43
Kansas City,Lodging,2020-12,151160.99069999997,1106.1646,5
Kansas City,Energy,2021-01,55553118.36970001,1079031.4411000004,86
Kansas City,Food,2021-01,13903824.675199995,528866.4161,44
Kansas City,Lodging,2021-01,206940.30860000002,1612.4129,5
Kansas City,Energy,2021-02,47982356.29239999,969759.2938999997,86
Kansas City,Food,2021-02,12738199.232299995,470045.51680000004,43
Kansas City,Lodging,2021-02,287861.2127,1502.5573000000002,5
Kansas City,Energy,2021-03,62784231.134700015,1195404.6712000007,84
Kansas City,Food,2021-03,15983299.290199997,597168.0963000002,44
Kansas City,Lodging,2021-03,483543.8592,2688.6202999999996,5
Kansas City,Energy,2021-04,59594163.03320004,1166034.2151000006,85
Kansas City,Food,2021-04,15298738.503099997,588128.7845000001,43
Kansas City,Lodging,2021-04,320438.85569999996,2355.5767,5
Kansas City,Energy,2021-05,61562639.7639,1246419.9985999987,83
Kansas City,Food,2021-05,16306207.684499996,606124.1033,47
Kansas City,Lodging,2021-05,532407.5316000001,3281.1560999999997,5
Kansas City,Energy,2021-06,58442899.11959998,1210342.6116999998,84
Kansas City,Food,2021-06,15331459.244399993,589513.6022,43
Kansas City,Lodging,2021-06,664020.8931,4071.598,5
Kansas City,Energy,2021-07,60128027.49450003,1260567.3719000004,86
Kansas City,Food,2021-07,15697304.322200002,600736.2348,44
Kansas City,Lodging,2021-07,770712.8678,3747.7875000000004,5
Kansas City,Energy,2021-08,60057626.52019998,1225989.4796,86
Kansas City,Food,2021-08,15975295.038999997,603330.3526000001,45
Kansas City,Lodging,2021-08,644435.0807,3603.5675,5
Kansas City,Energy,2021-09,55996823.45369999,1149392.8572999998,84
Kansas City,Food,2021-09,15094436.610499999,580026.6132999999,42
Kansas City,Lodging,2021-09,636545.6991,3469.3784000000005,5
Kansas City,Energy,2021-10,63364471.5079,1240695.7853,86
Kansas City,Food,2021-10,16426800.933899999,618739.9456,45
Kansas City,Lodging,2021-10,726596.1273,4408.4502,5
Kansas City,Energy,2021-11,64345187.069900036,1185687.7299999995,86
Kansas City,Food,2021-11,17139233.026900005,611577.7988,45
Kansas City,Lodging,2021-11,607967.2176999999,3375.6209,5
Kansas City,Energy,2021-12,73799157.15950003,1283049.7799000004,85
Kansas City,Food,2021-12,20186711.8478,642800.6327000003,46
Kansas City,Lodging,2021-12,493248.4126,3044.6816,5
Kansas City,Energy,2022-01,56678722.06790002,1043379.6226999995,84
Kansas City,Food,2022-01,15107732.537000004,556334.0321999998,45
Kansas City,Lodging,2022-01,603933.0951,2972.8233,5
Kansas City,Energy,2022-02,55101231.24989998,1023702.4629,85
Kansas City,Food,2022-02,14513031.5179,525940.4794999999,43
Kansas City,Lodging,2022-02,755277.9450999999,3978.8646,5
Kansas City,Energy,2022-03,65234193.58110001,1161495.4439000003,86
Kansas City,Food,2022-03,16866775.5074,622499.3189000001,47
Kansas City,Lodging,2022-03,857612.7462,4774.1264,5
Kansas City,Energy,2022-04,67008290.01600001,1193859.4387000003,88
Kansas City,Food,2022-04,16867453.6228,620773.0148000001,46
Kansas City,Lodging,2022-04,752175.6411,4307.2642,5
Kansas City,Energy,2022-05,69973211.21480002,1278166.0076000001,85
Kansas City,Food,2022-05,17468736.036399998,643380.1489999997,45
Kansas City,Lodging,2022-05,905742.0032000002,4558.194600000001,5
Kansas City,Energy,2022-06,67781768.75199997,1238487.3381000005,85
Kansas City,Food,2022-06,16735545.724100001,610578.6765000001,43
Kansas City,Lodging,2022-06,1092879.5380000002,4684.276800000001,5
Kansas City,Energy,2022-07,69101526.6169,1260824.2555000002,86
Kansas City,Food,2022-07,17516034.052699998,631815.6065999997,44
Kansas City,Lodging,2022-07,963792.8826000001,4127.084699999999,5
Kansas City,Energy,2022-08,68573262.53360003,1234909.3605000002,87
Kansas City,Food,2022-08,17714973.494700007,641423.6999,47
Kansas City,Lodging,2022-08,1023315.8086999999,4452.0112,5
Kansas City,Energy,2022-09,64892617.51959997,1187115.9190999991,87
Kansas City,Food,2022-09,16809937.433900002,622339.1555000001,45
Kansas City,Lodging,2022-09,709797.8742000002,3934.3410999999996,5
Kansas City,Energy,2022-10,68666311.71510002,1229407.1914000004,85
Kansas City,Food,2022-10,18196863.018899996,655841.3269999998,47
Kansas City,Lodging,2022-10,1003139.9388000001,5194.4220000000005,5
Kansas City,Energy,2022-11,74366725.96969995,1205804.6793999998,88
Kansas City,Food,2022-11,18357032.7782,639169.0752999997,45
Kansas City,Lodging,2022-11,837561.2783,3936.7609,5
Kansas City,Energy,2022-12,78934282.96779998,1298059.5892999992,85
Kansas City,Food,2022-12,21412701.601699997,667512.0381000001,46
Kansas City,Lodging,2022-12,871280.2204000001,4453.5908,5
Kansas City,Energy,2023-01,61376969.04920002,1102924.3657,88
Kansas City,Food,2023-01,16717288.874800004,605516.9537,44
Kansas City,Lodging,2023-01,745540.8651,4003.7365,5
Kansas City,Energy,2023-02,60767521.81649994,1087584.842,87
Kansas City,Food,2023-02,16661931.939900005,597757.2764999999,46
Kansas City,Lodging,2023-02,933968.9406000001,4627.7423,5
Kansas City,Energy,2023-03,66550273.77939998,1188521.4278000002,88
Kansas City,Food,2023-03,18918412.0718,678840.8300000001,44
Kansas City,Lodging,2023-03,1159510.8651,5374.3818,5
Kansas City,Energy,2023-04,70318914.92990004,1238474.4921000004,88
Kansas City,Food,2023-04,18379862.9593,657102.1904000001,45
Kansas City,Lodging,2023-04,839531.2036,5008.301300000001,5
Kansas City,Energy,2023-05,73013042.55770004,1293883.9392,87
Kansas City,Food,2023-05,19337225.463600002,675216.9266000001,45
Kansas City,Lodging,2023-05,1059075.6472999998,5163.1877,5
Kansas City,Energy,2023-06,69285288.4808,1281123.1121000003,84
Kansas City,Food,2023-06,17938781.218000002,655782.6957,44
Kansas City,Lodging,2023-06,1114166.1308,5253.668500000001,5
Kansas City,Energy,2023-07,73692319.78850001,1302662.3606999996,86
Kansas City,Food,2023-07,18415246.4797,656499.0962999999,44
Kansas City,Lodging,2023-07,1311380.5152000003,5822.018599999999,5
Kansas City,Energy,2023-08,71937081.51149999,1317594.3020999997,86
Kansas City,Food,2023-08,19399548.47309999,684910.2784999998,45
Kansas City,Lodging,2023-08,862540.6885999999,5210.770600000001,5
Kansas City,Energy,2023-09,69112799.1957,1225840.1923000002,85
Kansas City,Food,2023-09,18157910.08749999,666791.9877,44
Kansas City,Lodging,2023-09,875613.7191,4618.896500000001,5
Kansas City,Energy,2023-10,73593536.86929998,1290138.1087000004,85
Kansas City,Food,2023-10,18860911.1123,691889.0114999997,46
Kansas City,Lodging,2023-10,863273.5028000001,4683.1173,5
Kansas City,Energy,2023-11,73374942.3175,1263415.4028999996,88
Kansas City,Food,2023-11,19185256.9794,660165.6368,44
Kansas City,Lodging,2023-11,771164.7808,4254.597399999999,5
Kansas City,Energy,2023-12,83796519.3274,1360100.4126999995,84
Kansas City,Food,2023-12,22899468.428200003,712998.3563999999,46
Kansas City,Lodging,2023-12,837015.0429999998,3737.1482000000005,5
Kansas City,Energy,2024-01,65258515.6903,1142261.6653000002,85
Kansas City,Food,2024-01,17325254.23999999,613439.2047,44
Kansas City,Lodging,2024-01,890211.5692,4024.7864,5
Kansas City,Energy,2024-02,63790770.44690003,1167315.0038000003,83
Kansas City,Food,2024-02,17679517.144899994,650126.649,45
Kansas City,Lodging,2024-02,810041.3778000001,4888.8097,5
Kansas City,Energy,2024-03,74839232.9716,1300753.844,87
Kansas City,Food,2024-03,19662692.157999992,698403.5854000001,45
Kansas City,Lodging,2024-03,1120492.5089,5714.574699999999,5
Kansas City,Energy,2024-04,69195296.8972,1253820.8151999998,84
Kansas City,Food,2024-04,18619704.83019999,689720.5996,42
Kansas City,Lodging,2024-04,1019527.2573,5282.5977,5
Kansas City,Energy,2024-05,76379789.81719998,1336395.2679999997,87
Kansas City,Food,2024-05,20225218.029700004,718361.618,45
Kansas City,Lodging,2024-05,1031500.5958,5402.815300000001,5
Kansas City,Energy,2024-06,72918127.0579,1317939.2687000004,84
Kansas City,Food,2024-06,19124821.21940001,684696.1166,44
Kansas City,Lodging,2024-06,975281.8884,5885.2686,5
Kansas City,Energy,2024-07,71412691.8915,1288804.0606999993,84
Kansas City,Food,2024-07,19461135.395400003,690778.4448000003,45
Kansas City,Lodging,2024-07,1313482.6579,5465.1091,5
Kansas City,Energy,2024-08,73133075.97639997,1370756.0219000005,86
Kansas City,Food,2024-08,20264227.3692,719999.4745000002,46
Kansas City,Lodging,2024-08,1110618.8634000001,4936.780000000001,5
Kansas City,Energy,2024-09,67431044.73579998,1266390.9855,84
Kansas City,Food,2024-09,18650017.130700007,680575.8462000001,45
Kansas City,Lodging,2024-09,1180398.7976000002,5250.173500000001,5
Kansas City,Energy,2024-10,72159770.09479992,1305784.2629000004,86
Kansas City,Food,2024-10,19664098.032000005,720660.4801000002,44
Kansas City,Lodging,2024-10,1033762.4704,5228.3661,5
Kansas City,Energy,2024-11,78088164.42509995,1303529.1953000003,84
Kansas City,Food,2024-11,20868328.184200007,700915.2429999998,42
Kansas City,Lodging,2024-11,1010641.9912,4420.5214,5
Kansas City,Energy,2024-12,86351499.36059996,1431711.4301999998,85
Kansas City,Food,2024-12,23966373.803,719189.1807999997,47
Kansas City,Lodging,2024-12,649476.7609,4006.432,5
Los Angeles / SF Bay Area,Energy,2020-01,262475048.17420006,5699953.8671999965,48
Los Angeles / SF Bay Area,Food,2020-01,23668307.973600004,1480308.2036000001,16
Los Angeles / SF Bay Area,Lodging,2020-01,7242651.164900001,37322.89690000001,8
Los Angeles / SF Bay Area,Energy,2020-02,267213311.9747,5843391.8183,49
Los Angeles / SF Bay Area,Food,2020-02,23677812.7659,1446751.9855999998,15
Los Angeles / SF Bay Area,Lodging,2020-02,7407378.838300001,40163.436499999996,8
Los Angeles / SF Bay Area,Energy,2020-03,341006670.8761999,6281772.588700003,48
Los Angeles / SF Bay Area,Food,2020-03,22701272.778799996,1284890.9851999998,15
Los Angeles / SF Bay Area,Lodging,2020-03,4950286.8238,23172.735800000006,8
Los Angeles / SF Bay Area,Energy,2020-04,309680634.21980006,5092565.8262,46
Los Angeles / SF Bay Area,Food,2020-04,21872026.7672,1085589.9631999996,14
Los Angeles / SF Bay Area,Lodging,2020-04,1623160.5540999998,7751.1793,7
Los Angeles / SF Bay Area,Energy,2020-05,316984537.78169996,5559425.323399999,48
Los Angeles / SF Bay Area,Food,2020-05,25419480.697300002,1281769.6368,15
Los Angeles / SF Bay Area,Lodging,2020-05,2324004.1540999995,11374.4054,8
Los Angeles / SF Bay Area,Energy,2020-06,287727609.7436,5255204.500000001,50
Los Angeles / SF Bay Area,Food,2020-06,24408557.119299993,1306338.9148,14
Los Angeles / SF Bay Area,Lodging,2020-06,3380447.1687000003,16602.451100000002,8
Los Angeles / SF Bay Area,Energy,2020-07,310762515.68380004,5601541.744600001,48
Los Angeles / SF Bay Area,Food,2020-07,26606485.15609999,1379024.8772000002,15
Los Angeles / SF Bay Area,Lodging,2020-07,4151222.5075000003,19601.802899999995,8
Los Angeles / SF Bay Area,Energy,2020-08,308303152.8830001,5775048.3716,50
Los Angeles / SF Bay Area,Food,2020-08,27076407.092999995,1445038.4772,16
Los Angeles / SF Bay Area,Lodging,2020-08,5099795.281299999,24822.4156,8
Los Angeles / SF Bay Area,Energy,2020-09,289399627.89949995,5571761.961800001,48
Los Angeles / SF Bay Area,Food,2020-09,26281221.1632,1363529.9735000003,16
Los Angeles / SF Bay Area,Lodging,2020-09,5192179.1258000005,26358.2603,8
Los Angeles / SF Bay Area,Energy,2020-10,306216719.1798001,5841265.704100001,47
Los Angeles / SF Bay Area,Food,2020-10,28394425.9524,1491408.9896000002,16
Los Angeles / SF Bay Area,Lodging,2020-10,5710779.3922999995,28552.292900000008,8
Los Angeles / SF Bay Area,Energy,2020-11,339727072.3592,5799093.878700001,48
Los Angeles / SF Bay Area,Food,2020-11,25888637.5382,1385062.3791,16
Los Angeles / SF Bay Area,Lodging,2020-11,4931603.884399999,24653.802500000005,8
Los Angeles / SF Bay Area,Energy,2020-12,373258005.53409994,6262336.609200001,47
Los Angeles / SF Bay Area,Food,2020-12,28094800.52,1419796.5840000003,15
Los Angeles / SF Bay Area,Lodging,2020-12,3638862.128900001,18806.7165,8
Los Angeles / SF Bay Area,Energy,2021-01,290034971.48490024,5484384.639100002,49
Los Angeles / SF Bay Area,Food,2021-01,28048522.863,1423087.5559999999,14
Los Angeles / SF Bay Area,Lodging,2021-01,3999482.886499999,20312.2631,8
Los Angeles / SF Bay Area,Energy,2021-02,266657189.707,5080221.377900002,48
Los Angeles / SF Bay Area,Food,2021-02,25397489.290199995,1293421.2032999997,16
Los Angeles / SF Bay Area,Lodging,2021-02,4882183.793199999,24606.791299999997,8
Los Angeles / SF Bay Area,Energy,2021-03,312523003.31090003,5689570.453899998,50
Los Angeles / SF Bay Area,Food,2021-03,29646362.06610001,1546928.4865,16
Los Angeles / SF Bay Area,Lodging,2021-03,6745973.545399999,32041.131199999996,8
Los Angeles / SF Bay Area,Energy,2021-04,304673957.89750004,5607177.395500001,50
Los Angeles / SF Bay Area,Food,2021-04,29785018.832300007,1520112.8929,16
Los Angeles / SF Bay Area,Lodging,2021-04,8176800.536799999,35860.512,8
Los Angeles / SF Bay Area,Energy,2021-05,327398590.1912001,6031437.356400002,50
Los Angeles / SF Bay Area,Food,2021-05,30112504.7718,1548783.7082999998,15
Los Angeles / SF Bay Area,Lodging,2021-05,9400667.196000002,42647.667400000006,8
Los Angeles / SF Bay Area,Energy,2021-06,309628681.5349,5985538.665399998,48
Los Angeles / SF Bay Area,Food,2021-06,29228456.794599995,1479222.9927,14
Los Angeles / SF Bay Area,Lodging,2021-06,11536579.6292,46063.8145,8
Los Angeles / SF Bay Area,Energy,2021-07,325026756.12650007,6005934.8287,49
Los Angeles / SF Bay Area,Food,2021-07,30464456.835200004,1541778.8800999997,15
Los Angeles / SF Bay Area,Lodging,2021-07,13588011.3382,52673.78830000001,8
Los Angeles / SF Bay Area,Energy,2021-08,316785390.4764,5950220.511,49
Los Angeles / SF Bay Area,Food,2021-08,29794895.7219,1520830.4787,16
Los Angeles / SF Bay Area,Lodging,2021-08,12172076.0845,49752.92659999999,8
Los Angeles / SF Bay Area,Energy,2021-09,295084228.67709994,5686642.766000002,50
Los Angeles / SF Bay Area,Food,2021-09,28483433.6094,1485309.117,15
Los Angeles / SF Bay Area,Lodging,2021-09,10125768.897799999,43605.4693,8
Los Angeles / SF Bay Area,Energy,2021-10,323197767.33199996,6196517.2470999975,50
Los Angeles / SF Bay Area,Food,2021-10,31718430.6923,1586977.5634,15
Los Angeles / SF Bay Area,Lodging,2021-10,11533266.947099999,47753.35159999999,8
Los Angeles / SF Bay Area,Energy,2021-11,334596752.9304,5960743.783900001,49
Los Angeles / SF Bay Area,Food,2021-11,28953563.855400003,1484494.5234,15
Los Angeles / SF Bay Area,Lodging,2021-11,9972601.0408,42139.1541,8
Los Angeles / SF Bay Area,Energy,2021-12,378330477.71669996,6449527.996300001,48
Los Angeles / SF Bay Area,Food,2021-12,30350879.560000002,1474168.8294000002,14
Los Angeles / SF Bay Area,Lodging,2021-12,8935200.3281,40485.540499999996,8
Los Angeles / SF Bay Area,Energy,2022-01,287667736.77729994,5519854.773699999,50
Los Angeles / SF Bay Area,Food,2022-01,28705757.946299993,1436215.2924000002,14
Los Angeles / SF Bay Area,Lodging,2022-01,7956078.294900001,33369.998700000004,8
Los Angeles / SF Bay Area,Energy,2022-02,272791953.1228,5192217.7252,49
Los Angeles / SF Bay Area,Food,2022-02,27078594.628900006,1365443.4762,14
Los Angeles / SF Bay Area,Lodging,2022-02,8194044.339999998,34324.840899999996,8
Los Angeles / SF Bay Area,Energy,2022-03,305830779.8526,5792179.876200001,49
Los Angeles / SF Bay Area,Food,2022-03,29707313.129599996,1547435.8259000005,14
Los Angeles / SF Bay Area,Lodging,2022-03,10066422.0689,41766.367,8
Los Angeles / SF Bay Area,Energy,2022-04,320134905.8897002,5637365.6754,50
Los Angeles / SF Bay Area,Food,2022-04,30009983.962299988,1485004.2340999998,15
Los Angeles / SF Bay Area,Lodging,2022-04,10743039.513,46008.0899,8
Los Angeles / SF Bay Area,Energy,2022-05,332736352.98319995,6077181.962599998,50
Los Angeles / SF Bay Area,Food,2022-05,31104060.760700002,1509294.2029000004,14
Los Angeles / SF Bay Area,Lodging,2022-05,11854797.031800002,48604.50140000001,8
Los Angeles / SF Bay Area,Energy,2022-06,323801266.57280004,5914852.9772,50
Los Angeles / SF Bay Area,Food,2022-06,30196677.280199997,1446366.4015000002,14
Los Angeles / SF Bay Area,Lodging,2022-06,12678598.289,48160.590500000006,8
Los Angeles / SF Bay Area,Energy,2022-07,327926474.71450007,6040247.904099999,50
Los Angeles / SF Bay Area,Food,2022-07,30830362.3041,1473129.2700999998,14
Los Angeles / SF Bay Area,Lodging,2022-07,13431862.073299998,53054.669299999994,8
Los Angeles / SF Bay Area,Energy,2022-08,326571328.3979001,6233703.916299997,50
Los Angeles / SF Bay Area,Food,2022-08,30989252.605900005,1525063.8582000001,14
Los Angeles / SF Bay Area,Lodging,2022-08,11570749.761100002,46600.3519,8
Los Angeles / SF Bay Area,Energy,2022-09,309144558.66190004,5694680.250900002,50
Los Angeles / SF Bay Area,Food,2022-09,30424534.667599995,1495036.586,14
Los Angeles / SF Bay Area,Lodging,2022-09,10974886.0329,47073.6728,8
Los Angeles / SF Bay Area,Energy,2022-10,325061580.65340006,5962139.934800002,52
Los Angeles / SF Bay Area,Food,2022-10,31585204.805,1536740.6887000003,14
Los Angeles / SF Bay Area,Lodging,2022-10,11139792.040599998,47820.5907,8
Los Angeles / SF Bay Area,Energy,2022-11,339432317.4376,6027997.8328,51
