MARKET,year_month,est_energy_kwh,est_water_liters,est_kg_co2e,total_visits
Seattle,2023-08,785864273.6000001,1930566916.0,392288915.0,72945980.0
Seattle,2023-09,723930754.2,1787108565.5,368324454.9,69131720.0
Seattle,2023-10,706390387.0,1771902517.0,364020996.4,68663585.0
Seattle,2023-11,660314844.0,1711794637.5,347643105.3,65785662.0
Seattle,2023-12,630050795.1999999,1780448838.5,348902837.70000005,67396126.0
Seattle,2024-01,559039288.6,1525738673.0,304465958.0,59021970.0
Seattle,2024-02,580069367.2,1601336604.5,315560756.4,61614564.0
Seattle,2024-03,672569191.5999999,1772304713.5,353589173.90000004,67891256.0
Seattle,2024-04,690817428.8000001,1714756950.0,353131978.59999996,66636106.0
Seattle,2024-05,775611017.4,1800921639.0,383844156.3000001,70869711.0
Seattle,2024-06,786677593.8000001,1828976229.5,389362461.0,71705247.0
Seattle,2024-07,801308226.8000001,1897823106.5,396440886.0,73018527.0
Seattle,2024-08,794086807.2,1971690800.0,399060326.8,74443644.0
Seattle,2024-09,700834502.0,1724485310.0,354141364.29999995,66324351.0
Seattle,2024-10,688995218.1999999,1745255521.0,354190565.09999996,66875597.0
Seattle,2024-11,643818752.4,1710665202.5,339807453.90000004,64738285.0
Seattle,2024-12,620792369.1999999,1797028948.5,343679741.09999996,66909898.0
